 mn7 import file
m	dy	h	G_Gh	Ta	Td
 1	 30	 18	1	7.6	4.3
 1	 30	 19	0	7.6	5.2
 1	 30	 20	0	7.6	5.5
 1	 30	 21	0	7.6	5.0
 1	 30	 22	0	7.6	6.0
 1	 30	 23	0	7.6	6.3
 1	 30	 24	0	7.6	5.5
 1	 31	 1	0	7.8	4.6
 1	 31	 2	0	8.1	5.8
 1	 31	 3	0	8.3	5.4
 1	 31	 4	0	8.5	5.1
 1	 31	 5	0	8.6	4.8
 1	 31	 6	0	8.8	6.6
 1	 31	 7	0	8.9	7.8
 1	 31	 8	0	9.0	7.9
 1	 31	 9	1	9.1	8.4
 1	 31	 10	14	9.6	8.6
 1	 31	 11	30	10.2	7.9
 1	 31	 12	41	10.6	6.7
 1	 31	 13	45	11.0	6.7
 1	 31	 14	44	11.2	6.8
 1	 31	 15	38	11.4	6.3
 1	 31	 16	25	11.4	6.4
 1	 31	 17	11	11.2	5.6
 1	 31	 18	1	10.9	5.1
 1	 31	 19	0	10.8	4.9
 1	 31	 20	0	10.7	3.9
 1	 31	 21	0	10.6	6.7
 1	 31	 22	0	10.5	6.6
 1	 31	 23	0	10.4	6.5
 1	 31	 24	0	10.1	7.1
 2	 32	 1	0	10.1	7.6
 2	 32	 2	0	9.7	7.2
 2	 32	 3	0	9.3	6.8
 2	 32	 4	0	9.0	6.2
 2	 32	 5	0	8.9	6.8
 2	 32	 6	0	8.7	6.7
 2	 32	 7	0	8.5	6.7
 2	 32	 8	0	8.4	7.3
 2	 32	 9	1	8.4	7.0
 2	 32	 10	32	8.6	7.0
 2	 32	 11	66	8.9	6.4
 2	 32	 12	94	9.2	6.0
 2	 32	 13	110	9.4	6.2
 2	 32	 14	110	9.5	5.1
 2	 32	 15	101	9.4	7.2
 2	 32	 16	72	9.5	7.3
 2	 32	 17	34	8.8	8.4
 2	 32	 18	1	9.1	7.5
 2	 32	 19	0	8.8	7.4
 2	 32	 20	0	8.6	7.9
 2	 32	 21	0	8.4	7.5
 2	 32	 22	0	8.1	6.7
 2	 32	 23	0	7.9	6.2
 2	 32	 24	0	7.6	5.8
 2	 33	 1	0	7.3	5.7
 2	 33	 2	0	7.3	4.3
 2	 33	 3	0	6.4	5.0
 2	 33	 4	0	6.9	5.8
 2	 33	 5	0	7.2	5.1
 2	 33	 6	0	7.2	5.5
 2	 33	 7	0	7.2	5.8
 2	 33	 8	0	7.1	4.8
 2	 33	 9	1	7.1	4.0
 2	 33	 10	21	7.4	4.4
 2	 33	 11	47	7.8	4.7
 2	 33	 12	76	8.2	5.0
 2	 33	 13	90	8.4	5.2
 2	 33	 14	89	8.6	5.5
 2	 33	 15	69	8.7	5.5
 2	 33	 16	42	8.6	5.4
 2	 33	 17	16	8.4	2.9
 2	 33	 18	1	8.2	2.9
 2	 33	 19	0	8.0	3.3
 2	 33	 20	0	7.8	3.0
 2	 33	 21	0	7.6	3.1
 2	 33	 22	0	7.4	2.1
 2	 33	 23	0	7.1	3.9
 2	 33	 24	0	7.0	4.6
 2	 34	 1	0	6.6	4.2
 2	 34	 2	0	6.2	3.8
 2	 34	 3	0	5.7	3.3
 2	 34	 4	0	5.5	3.1
 2	 34	 5	0	5.2	2.9
 2	 34	 6	0	5.0	2.6
 2	 34	 7	0	4.8	2.5
 2	 34	 8	0	4.7	2.4
 2	 34	 9	3	4.7	2.4
 2	 34	 10	59	5.3	1.3
 2	 34	 11	115	5.9	1.3
 2	 34	 12	163	6.5	1.8
 2	 34	 13	188	6.9	1.3
 2	 34	 14	177	7.1	1.0
 2	 34	 15	138	7.2	0.3
 2	 34	 16	107	7.1	0.6
 2	 34	 17	50	6.8	0.5
 2	 34	 18	1	6.4	-0.1
 2	 34	 19	0	5.8	-0.5
 2	 34	 20	0	5.3	-0.9
 2	 34	 21	0	4.7	-1.1
 2	 34	 22	0	4.2	-0.3
 2	 34	 23	0	3.7	0.3
 2	 34	 24	0	3.1	0.5
 2	 35	 1	0	2.6	-0.4
 2	 35	 2	0	1.9	-0.3
 2	 35	 3	0	1.3	-1.2
 2	 35	 4	0	1.0	-1.8
 2	 35	 5	0	0.6	-1.6
 2	 35	 6	0	0.2	-1.9
 2	 35	 7	0	0.0	-2.4
 2	 35	 8	0	-0.3	-2.4
 2	 35	 9	2	-0.3	-2.8
 2	 35	 10	56	0.1	-2.6
 2	 35	 11	113	0.5	-2.8
 2	 35	 12	151	0.9	-2.8
 2	 35	 13	177	1.2	-2.7
 2	 35	 14	176	1.3	-2.1
 2	 35	 15	149	1.3	-2.6
 2	 35	 16	100	1.2	-2.4
 2	 35	 17	51	0.9	-1.7
 2	 35	 18	1	0.4	-1.3
 2	 35	 19	0	0.4	-1.5
 2	 35	 20	0	0.4	-1.5
 2	 35	 21	0	0.3	-1.1
 2	 35	 22	0	0.2	-1.6
 2	 35	 23	0	0.2	-0.5
 2	 35	 24	0	0.2	-0.8
 2	 36	 1	0	0.5	-0.4
 2	 36	 2	0	0.4	-0.6
 2	 36	 3	0	1.1	-0.1
 2	 36	 4	0	1.2	-0.6
 2	 36	 5	0	1.5	0.0
 2	 36	 6	0	1.8	0.0
 2	 36	 7	0	1.9	0.2
 2	 36	 8	0	2.1	-0.2
 2	 36	 9	2	2.3	0.2
 2	 36	 10	14	2.6	0.8
 2	 36	 11	23	2.9	0.4
 2	 36	 12	33	3.2	0.4
 2	 36	 13	36	3.4	0.4
 2	 36	 14	253	5.1	2.0
 2	 36	 15	225	6.2	0.8
 2	 36	 16	161	6.7	0.6
 2	 36	 17	80	6.7	0.1
 2	 36	 18	1	6.1	1.9
 2	 36	 19	0	6.0	2.0
 2	 36	 20	0	5.8	1.7
 2	 36	 21	0	5.7	1.7
 2	 36	 22	0	5.5	0.5
 2	 36	 23	0	5.4	0.1
 2	 36	 24	0	5.2	-0.3
 2	 37	 1	0	4.8	-0.4
 2	 37	 2	0	4.2	-0.4
 2	 37	 3	0	3.7	-0.8
 2	 37	 4	0	3.4	-0.3
 2	 37	 5	0	3.1	-0.2
 2	 37	 6	0	2.5	1.2
 2	 37	 7	0	2.5	0.3
 2	 37	 8	0	2.4	0.4
 2	 37	 9	2	2.4	1.3
 2	 37	 10	18	2.5	1.2
 2	 37	 11	33	2.6	1.4
 2	 37	 12	37	2.6	1.6
 2	 37	 13	32	2.6	1.6
 2	 37	 14	255	3.3	1.7
 2	 37	 15	207	3.7	1.4
 2	 37	 16	171	3.9	2.0
 2	 37	 17	85	3.8	2.1
 2	 37	 18	3	3.4	1.6
 2	 37	 19	0	3.2	1.0
 2	 37	 20	0	3.0	0.6
 2	 37	 21	0	2.8	-0.7
 2	 37	 22	0	2.5	-0.7
 2	 37	 23	0	2.3	-1.1
 2	 37	 24	0	2.1	-1.1
 2	 38	 1	0	2.1	-0.8
 2	 38	 2	0	2.2	-1.2
 2	 38	 3	0	2.2	-1.5
 2	 38	 4	0	2.2	-1.4
 2	 38	 5	0	2.3	-0.8
 2	 38	 6	0	2.3	-0.4
 2	 38	 7	0	2.4	-0.8
 2	 38	 8	0	2.4	-0.9
 2	 38	 9	3	2.5	-1.0
 2	 38	 10	60	3.5	-1.2
 2	 38	 11	116	4.4	-0.9
 2	 38	 12	182	5.5	-0.6
 2	 38	 13	209	6.3	-0.7
 2	 38	 14	177	6.6	-1.1
 2	 38	 15	162	6.9	-1.4
 2	 38	 16	114	6.8	-0.9
 2	 38	 17	51	6.4	-1.1
 2	 38	 18	2	5.8	-2.0
 2	 38	 19	0	5.4	-2.8
 2	 38	 20	0	5.0	-3.5
 2	 38	 21	0	4.6	-3.0
 2	 38	 22	0	4.2	-3.6
 2	 38	 23	0	3.8	-3.3
 2	 38	 24	0	3.4	-3.6
 2	 39	 1	0	2.8	-2.0
 2	 39	 2	0	2.2	-2.8
 2	 39	 3	0	1.5	-3.6
 2	 39	 4	0	1.1	-4.3
 2	 39	 5	0	0.8	-4.2
 2	 39	 6	0	0.4	-5.0
 2	 39	 7	0	0.2	-5.4
 2	 39	 8	0	-0.1	-4.1
 2	 39	 9	7	0.0	-3.3
 2	 39	 10	80	0.7	-3.2
 2	 39	 11	144	1.3	-2.1
 2	 39	 12	197	1.8	-2.1
 2	 39	 13	236	2.3	-1.9
 2	 39	 14	215	2.5	-2.3
 2	 39	 15	177	2.5	-2.5
 2	 39	 16	109	2.2	-2.4
 2	 39	 17	58	1.8	-1.9
 2	 39	 18	2	1.3	-2.1
 2	 39	 19	0	1.0	-2.0
 2	 39	 20	0	0.8	-1.9
 2	 39	 21	0	0.5	-1.6
 2	 39	 22	0	0.3	-2.4
 2	 39	 23	0	0.0	-2.1
 2	 39	 24	0	-0.3	-2.7
 2	 40	 1	0	-0.3	-2.6
 2	 40	 2	0	-0.3	-2.1
 2	 40	 3	0	-0.3	-2.5
 2	 40	 4	0	-0.4	-1.2
 2	 40	 5	0	-0.4	-0.7
 2	 40	 6	0	-0.3	-1.8
 2	 40	 7	0	-0.5	-1.6
 2	 40	 8	0	-1.6	-1.8
 2	 40	 9	2	-0.8	-1.2
 2	 40	 10	12	0.0	-2.4
 2	 40	 11	21	0.2	-2.5
 2	 40	 12	28	-0.1	-2.3
 2	 40	 13	32	0.3	-2.0
 2	 40	 14	32	0.6	-2.3
 2	 40	 15	28	0.6	-2.3
 2	 40	 16	20	0.6	-2.2
 2	 40	 17	10	0.6	-2.2
 2	 40	 18	2	0.5	-2.4
 2	 40	 19	0	0.4	-1.9
 2	 40	 20	0	0.3	-1.3
 2	 40	 21	0	0.3	-2.0
 2	 40	 22	0	0.2	-2.2
 2	 40	 23	0	0.1	-2.7
 2	 40	 24	0	0.0	-2.7
 2	 41	 1	0	-0.1	-3.0
 2	 41	 2	0	-0.2	-2.8
 2	 41	 3	0	-0.3	-2.6
 2	 41	 4	0	-0.4	-2.6
 2	 41	 5	0	-0.4	-3.2
 2	 41	 6	0	-0.5	-3.2
 2	 41	 7	0	-0.5	-2.9
 2	 41	 8	0	-0.5	-2.9
 2	 41	 9	18	0.0	-1.8
 2	 41	 10	111	1.4	-1.9
 2	 41	 11	205	2.8	-1.9
 2	 41	 12	202	3.5	-3.1
 2	 41	 13	245	4.2	-1.7
 2	 41	 14	232	4.6	-2.2
 2	 41	 15	236	4.9	-3.0
 2	 41	 16	179	4.9	-2.5
 2	 41	 17	57	4.2	-1.8
 2	 41	 18	2	3.4	-2.1
 2	 41	 19	0	3.2	-2.1
 2	 41	 20	0	2.9	-2.8
 2	 41	 21	0	2.7	-3.6
 2	 41	 22	0	2.5	-4.3
 2	 41	 23	0	2.3	-3.6
 2	 41	 24	0	2.1	-3.0
 2	 42	 1	0	1.9	-3.3
 2	 42	 2	0	1.7	-3.1
 2	 42	 3	0	1.4	-2.5
 2	 42	 4	0	1.3	-2.7
 2	 42	 5	0	1.2	-3.1
 2	 42	 6	0	1.1	-3.1
 2	 42	 7	0	1.0	-3.4
 2	 42	 8	0	0.9	-3.7
 2	 42	 9	7	1.1	-3.3
 2	 42	 10	64	1.8	-3.2
 2	 42	 11	127	2.6	-3.9
 2	 42	 12	169	3.3	-4.1
 2	 42	 13	172	3.7	-4.7
 2	 42	 14	181	4.1	-4.6
 2	 42	 15	167	4.2	-4.5
 2	 42	 16	98	4.1	-3.7
 2	 42	 17	47	3.7	-3.5
 2	 42	 18	2	3.2	-3.4
 2	 42	 19	0	2.9	-3.4
 2	 42	 20	0	2.6	-3.1
 2	 42	 21	0	2.3	-3.3
 2	 42	 22	0	1.9	-1.1
 2	 42	 23	0	1.8	-1.2
 2	 42	 24	0	1.5	-0.8
 2	 43	 1	0	1.3	-1.0
 2	 43	 2	0	1.0	-1.3
 2	 43	 3	0	0.7	-1.5
 2	 43	 4	0	0.6	-1.6
 2	 43	 5	0	0.4	-1.5
 2	 43	 6	0	0.2	-1.5
 2	 43	 7	0	0.1	-1.5
 2	 43	 8	0	0.0	-1.3
 2	 43	 9	8	0.2	-1.1
 2	 43	 10	74	1.0	-2.2
 2	 43	 11	128	1.8	-1.7
 2	 43	 12	175	2.4	-1.6
 2	 43	 13	182	2.9	-0.5
 2	 43	 14	176	3.1	-1.0
 2	 43	 15	160	3.2	-1.8
 2	 43	 16	110	3.1	-1.8
 2	 43	 17	55	2.7	-2.1
 2	 43	 18	3	2.0	-1.0
 2	 43	 19	0	2.1	-0.9
 2	 43	 20	0	2.0	-1.0
 2	 43	 21	0	1.9	-0.4
 2	 43	 22	0	1.8	-0.3
 2	 43	 23	0	1.8	-0.5
 2	 43	 24	0	1.7	-0.1
 2	 44	 1	0	1.7	-0.5
 2	 44	 2	0	1.8	-0.2
 2	 44	 3	0	2.0	-0.2
 2	 44	 4	0	2.1	-0.2
 2	 44	 5	0	2.2	-0.1
 2	 44	 6	0	2.2	0.2
 2	 44	 7	0	2.3	-1.1
 2	 44	 8	0	2.4	-2.0
 2	 44	 9	12	2.9	-1.2
 2	 44	 10	112	4.6	-1.6
 2	 44	 11	189	6.1	-2.0
 2	 44	 12	258	7.4	-3.0
 2	 44	 13	299	8.5	-1.7
 2	 44	 14	313	9.3	-1.7
 2	 44	 15	242	9.6	-1.1
 2	 44	 16	176	9.5	-1.4
 2	 44	 17	85	8.9	-1.3
 2	 44	 18	3	7.9	-1.1
 2	 44	 19	0	7.2	-0.5
 2	 44	 20	0	6.6	-0.6
 2	 44	 21	0	5.9	-0.3
 2	 44	 22	0	5.2	0.2
 2	 44	 23	0	4.5	-0.1
 2	 44	 24	0	3.9	-0.3
 2	 45	 1	0	2.9	-0.7
 2	 45	 2	0	1.7	-1.5
 2	 45	 3	0	0.5	-2.9
 2	 45	 4	0	-0.1	-3.3
 2	 45	 5	0	-0.8	-3.6
 2	 45	 6	0	-1.5	-3.9
 2	 45	 7	0	-2.0	-4.1
 2	 45	 8	0	-2.5	-4.3
 2	 45	 9	23	-2.3	-5.0
 2	 45	 10	138	-1.6	-4.9
 2	 45	 11	220	-1.0	-4.8
 2	 45	 12	176	-1.0	-4.2
 2	 45	 13	221	-0.9	-4.3
 2	 45	 14	268	-0.8	-4.2
 2	 45	 15	356	-0.5	-4.5
 2	 45	 16	259	-0.6	-4.0
 2	 45	 17	172	-0.9	-3.9
 2	 45	 18	15	-1.6	-3.4
 2	 45	 19	0	-2.0	-4.4
 2	 45	 20	0	-2.5	-4.6
 2	 45	 21	0	-2.9	-5.2
 2	 45	 22	0	-3.4	-5.1
 2	 45	 23	0	-3.9	-5.6
 2	 45	 24	0	-4.3	-6.0
 2	 46	 1	0	-4.1	-5.4
 2	 46	 2	0	-3.7	-5.2
 2	 46	 3	0	-3.4	-5.0
 2	 46	 4	0	-3.2	-4.9
 2	 46	 5	0	-3.0	-4.7
 2	 46	 6	0	-2.8	-4.9
 2	 46	 7	0	-2.6	-4.5
 2	 46	 8	0	-2.5	-4.0
 2	 46	 9	4	-2.4	-4.4
 2	 46	 10	30	-1.7	-4.2
 2	 46	 11	58	-1.0	-3.9
 2	 46	 12	33	-0.9	-3.7
 2	 46	 13	38	-0.8	-3.0
 2	 46	 14	270	0.8	-2.1
 2	 46	 15	259	2.0	-3.0
 2	 46	 16	151	2.2	-0.7
 2	 46	 17	51	2.0	-1.8
 2	 46	 18	4	1.4	-2.3
 2	 46	 19	0	0.9	-0.9
 2	 46	 20	0	1.3	-0.9
 2	 46	 21	0	1.3	-1.0
 2	 46	 22	0	1.3	-1.0
 2	 46	 23	0	1.2	-1.0
 2	 46	 24	0	1.2	-0.9
 2	 47	 1	0	0.9	-1.4
 2	 47	 2	0	0.5	-1.7
 2	 47	 3	0	0.2	-2.1
 2	 47	 4	0	0.0	-2.3
 2	 47	 5	0	-0.2	-2.5
 2	 47	 6	0	-0.4	-4.1
 2	 47	 7	0	-0.6	-3.5
 2	 47	 8	0	-0.7	-3.7
 2	 47	 9	26	0.1	-2.6
 2	 47	 10	167	2.1	-2.9
 2	 47	 11	280	3.9	-2.7
 2	 47	 12	380	5.6	-1.9
 2	 47	 13	428	6.8	-2.3
 2	 47	 14	427	7.7	-2.7
 2	 47	 15	379	8.0	-1.9
 2	 47	 16	288	8.0	-1.6
 2	 47	 17	165	7.2	-1.8
 2	 47	 18	19	5.8	-1.6
 2	 47	 19	0	5.5	-0.8
 2	 47	 20	0	5.1	-1.0
 2	 47	 21	0	4.7	-0.8
 2	 47	 22	0	4.4	0.3
 2	 47	 23	0	4.0	0.6
 2	 47	 24	0	3.6	1.0
 2	 48	 1	0	3.3	-0.2
 2	 48	 2	0	3.0	0.0
 2	 48	 3	0	2.7	0.6
 2	 48	 4	0	2.5	1.0
 2	 48	 5	0	2.4	1.9
 2	 48	 6	0	2.3	2.3
 2	 48	 7	0	2.2	2.2
 2	 48	 8	0	2.2	1.7
 2	 48	 9	47	3.0	1.1
 2	 48	 10	163	4.6	0.5
 2	 48	 11	271	6.3	0.4
 2	 48	 12	355	8.0	0.4
 2	 48	 13	391	9.3	0.4
 2	 48	 14	394	10.2	0.5
 2	 48	 15	329	10.6	0.6
 2	 48	 16	248	10.6	-0.2
 2	 48	 17	157	10.1	-0.4
 2	 48	 18	21	9.0	-0.3
 2	 48	 19	0	8.4	0.6
 2	 48	 20	0	7.7	0.0
 2	 48	 21	0	7.0	1.0
 2	 48	 22	0	6.4	0.5
 2	 48	 23	0	5.7	0.8
 2	 48	 24	0	5.1	0.4
 2	 49	 1	0	4.4	0.8
 2	 49	 2	0	3.6	0.8
 2	 49	 3	0	2.9	-0.5
 2	 49	 4	0	2.5	0.1
 2	 49	 5	0	2.0	0.4
 2	 49	 6	0	1.7	-0.3
 2	 49	 7	0	1.4	0.1
 2	 49	 8	0	1.4	-0.4
 2	 49	 9	21	1.5	0.5
 2	 49	 10	58	1.9	0.4
 2	 49	 11	73	2.1	0.1
 2	 49	 12	53	2.2	0.3
 2	 49	 13	36	2.1	-0.3
 2	 49	 14	348	3.1	-0.2
 2	 49	 15	288	3.7	0.4
 2	 49	 16	219	4.0	0.9
 2	 49	 17	142	3.9	1.2
 2	 49	 18	16	3.4	1.5
 2	 49	 19	0	3.3	1.6
 2	 49	 20	0	3.1	1.3
 2	 49	 21	0	2.9	1.8
 2	 49	 22	0	2.8	1.0
 2	 49	 23	0	2.6	0.9
 2	 49	 24	0	2.5	0.0
 2	 50	 1	0	2.6	-0.1
 2	 50	 2	0	2.8	-0.8
 2	 50	 3	0	3.0	-0.8
 2	 50	 4	0	3.1	-1.1
 2	 50	 5	0	3.2	-0.5
 2	 50	 6	0	3.2	0.5
 2	 50	 7	0	3.3	0.4
 2	 50	 8	0	3.4	0.3
 2	 50	 9	17	3.7	0.2
 2	 50	 10	46	4.2	0.5
 2	 50	 11	100	5.1	1.2
 2	 50	 12	144	5.9	0.7
 2	 50	 13	129	6.4	1.0
 2	 50	 14	123	6.7	0.8
 2	 50	 15	78	6.7	0.5
 2	 50	 16	57	6.4	3.3
 2	 50	 17	35	6.3	3.2
 2	 50	 18	9	5.9	2.8
 2	 50	 19	0	5.8	2.7
 2	 50	 20	0	5.9	3.5
 2	 50	 21	0	5.8	2.7
 2	 50	 22	0	5.7	2.6
 2	 50	 23	0	4.9	3.4
 2	 50	 24	0	5.3	3.7
 2	 51	 1	0	5.4	4.2
 2	 51	 2	0	5.2	3.8
 2	 51	 3	0	5.0	3.6
 2	 51	 4	0	4.9	2.9
 2	 51	 5	0	4.8	3.9
 2	 51	 6	0	4.7	3.9
 2	 51	 7	0	4.6	3.1
 2	 51	 8	0	4.6	3.0
 2	 51	 9	20	5.0	3.0
 2	 51	 10	98	6.1	3.0
 2	 51	 11	48	6.1	1.6
 2	 51	 12	308	8.1	2.3
 2	 51	 13	124	8.3	2.8
 2	 51	 14	118	8.4	2.3
 2	 51	 15	215	8.9	2.6
 2	 51	 16	342	9.8	3.4
 2	 51	 17	178	10.0	3.6
 2	 51	 18	54	9.4	4.5
 2	 51	 19	0	8.7	4.6
 2	 51	 20	0	8.5	4.0
 2	 51	 21	0	8.3	4.3
 2	 51	 22	0	8.1	4.0
 2	 51	 23	0	7.9	4.2
 2	 51	 24	0	7.6	3.3
 2	 52	 1	0	7.4	3.4
 2	 52	 2	0	7.2	3.2
 2	 52	 3	0	7.1	3.7
 2	 52	 4	0	7.0	4.3
 2	 52	 5	0	6.9	4.5
 2	 52	 6	0	6.9	5.1
 2	 52	 7	0	6.9	5.4
 2	 52	 8	0	7.0	4.5
 2	 52	 9	70	8.1	4.9
 2	 52	 10	112	8.9	5.4
 2	 52	 11	246	10.4	5.5
 2	 52	 12	357	12.0	5.6
 2	 52	 13	468	13.6	5.3
 2	 52	 14	384	14.4	5.2
 2	 52	 15	325	14.8	5.4
 2	 52	 16	220	14.7	6.1
 2	 52	 17	90	14.0	5.9
 2	 52	 18	63	13.2	5.3
 2	 52	 19	0	12.4	5.7
 2	 52	 20	0	12.2	6.0
 2	 52	 21	0	12.0	6.0
 2	 52	 22	0	11.9	7.1
 2	 52	 23	0	11.7	6.8
 2	 52	 24	0	11.5	6.5
 2	 53	 1	0	11.1	6.0
 2	 53	 2	0	10.7	5.4
 2	 53	 3	0	10.3	5.6
 2	 53	 4	0	10.2	6.0
 2	 53	 5	0	10.0	6.4
 2	 53	 6	0	9.9	6.3
 2	 53	 7	0	9.8	6.0
 2	 53	 8	1	9.8	5.9
 2	 53	 9	15	10.0	5.8
 2	 53	 10	120	11.0	6.2
 2	 53	 11	133	11.6	6.2
 2	 53	 12	226	12.5	5.7
 2	 53	 13	368	13.7	5.7
 2	 53	 14	246	14.1	5.4
 2	 53	 15	236	14.4	6.1
 2	 53	 16	31	13.7	5.5
 2	 53	 17	16	13.1	4.4
 2	 53	 18	5	12.6	4.5
 2	 53	 19	0	12.2	4.6
 2	 53	 20	0	11.6	4.6
 2	 53	 21	0	11.0	5.7
 2	 53	 22	0	10.4	5.2
 2	 53	 23	0	9.8	4.9
 2	 53	 24	0	9.2	4.9
 2	 54	 1	0	8.3	4.5
 2	 54	 2	0	7.2	3.8
 2	 54	 3	0	6.1	4.1
 2	 54	 4	0	5.5	4.8
 2	 54	 5	0	5.0	4.8
 2	 54	 6	0	4.6	4.0
 2	 54	 7	0	4.1	3.9
 2	 54	 8	1	4.1	4.1
 2	 54	 9	66	4.9	4.3
 2	 54	 10	144	5.9	4.5
 2	 54	 11	269	7.3	5.0
 2	 54	 12	319	8.3	5.5
 2	 54	 13	319	9.0	5.9
 2	 54	 14	167	8.8	5.8
 2	 54	 15	292	9.1	6.1
 2	 54	 16	341	9.5	6.2
 2	 54	 17	212	9.4	6.1
 2	 54	 18	66	8.6	5.6
 2	 54	 19	0	7.7	5.4
 2	 54	 20	0	7.0	5.1
 2	 54	 21	0	6.2	4.9
 2	 54	 22	0	5.5	4.4
 2	 54	 23	0	4.7	3.6
 2	 54	 24	0	4.0	3.3
 2	 55	 1	0	3.6	3.2
 2	 55	 2	0	3.3	2.4
 2	 55	 3	0	2.9	2.0
 2	 55	 4	0	2.8	1.6
 2	 55	 5	0	2.6	2.1
 2	 55	 6	0	2.5	2.4
 2	 55	 7	0	2.4	1.7
 2	 55	 8	1	2.4	2.2
 2	 55	 9	84	3.8	2.7
 2	 55	 10	217	5.9	1.4
 2	 55	 11	343	8.0	2.1
 2	 55	 12	429	9.9	2.9
 2	 55	 13	476	11.5	2.8
 2	 55	 14	469	12.5	2.4
 2	 55	 15	421	13.1	3.1
 2	 55	 16	327	13.2	3.8
 2	 55	 17	194	12.5	4.2
 2	 55	 18	67	11.3	4.3
 2	 55	 19	0	9.9	4.7
 2	 55	 20	0	9.4	5.5
 2	 55	 21	0	9.0	5.6
 2	 55	 22	0	8.6	5.5
 2	 55	 23	0	8.1	5.7
 2	 55	 24	0	7.7	5.9
 2	 56	 1	0	7.3	4.4
 2	 56	 2	0	6.8	4.5
 2	 56	 3	0	6.3	4.9
 2	 56	 4	0	6.1	5.4
 2	 56	 5	0	5.9	5.9
 2	 56	 6	0	5.7	5.7
 2	 56	 7	0	5.5	5.5
 2	 56	 8	0	5.5	5.5
 2	 56	 9	20	5.7	5.3
 2	 56	 10	42	6.0	5.5
 2	 56	 11	81	6.3	5.4
 2	 56	 12	146	6.9	5.0
 2	 56	 13	168	7.3	5.2
 2	 56	 14	165	7.6	6.2
 2	 56	 15	108	7.7	6.2
 2	 56	 16	79	7.6	6.2
 2	 56	 17	44	7.4	5.0
 2	 56	 18	13	7.0	5.9
 2	 56	 19	0	6.8	4.5
 2	 56	 20	0	6.1	3.6
 2	 56	 21	0	5.5	4.2
 2	 56	 22	0	4.6	3.1
 2	 56	 23	0	4.6	2.4
 2	 56	 24	0	4.1	2.8
 2	 57	 1	0	3.8	3.4
 2	 57	 2	0	3.3	3.0
 2	 57	 3	0	2.9	2.6
 2	 57	 4	0	2.6	2.3
 2	 57	 5	0	2.4	2.1
 2	 57	 6	0	2.2	1.9
 2	 57	 7	0	2.1	1.8
 2	 57	 8	0	2.1	1.8
 2	 57	 9	7	2.2	1.9
 2	 57	 10	19	2.3	1.8
 2	 57	 11	34	2.5	2.5
 2	 57	 12	103	3.1	2.9
 2	 57	 13	542	6.0	3.6
 2	 57	 14	339	7.0	3.9
 2	 57	 15	197	7.2	4.4
 2	 57	 16	239	7.5	4.2
 2	 57	 17	170	7.5	4.0
 2	 57	 18	60	6.9	4.9
 2	 57	 19	2	6.1	5.3
 2	 57	 20	0	6.0	5.9
 2	 57	 21	0	5.9	5.6
 2	 57	 22	0	5.8	5.3
 2	 57	 23	0	5.7	5.4
 2	 57	 24	0	5.5	5.5
 2	 58	 1	0	5.5	5.5
 2	 58	 2	0	5.5	4.9
 2	 58	 3	0	5.5	5.2
 2	 58	 4	0	5.6	5.2
 2	 58	 5	0	5.6	5.5
 2	 58	 6	0	5.6	5.6
 2	 58	 7	0	5.6	5.6
 2	 58	 8	1	5.7	5.7
 2	 58	 9	25	6.2	5.9
 2	 58	 10	59	6.8	6.2
 2	 58	 11	57	7.2	6.2
 2	 58	 12	79	7.6	5.7
 2	 58	 13	42	7.6	5.7
 2	 58	 14	358	9.4	6.8
 2	 58	 15	301	10.5	6.1
 2	 58	 16	251	11.2	6.3
 2	 58	 17	180	11.4	7.1
 2	 58	 18	72	11.1	7.2
 2	 58	 19	1	10.4	7.5
 2	 58	 20	0	10.2	7.7
 2	 58	 21	0	10.0	8.1
 2	 58	 22	0	9.9	8.5
 2	 58	 23	0	9.7	8.1
 2	 58	 24	0	9.5	8.1
 2	 59	 1	0	9.2	7.5
 2	 59	 2	0	8.8	7.5
 2	 59	 3	0	8.5	6.2
 2	 59	 4	0	8.4	6.0
 2	 59	 5	0	8.2	5.9
 2	 59	 6	0	8.1	6.2
 2	 59	 7	0	8.0	5.9
 2	 59	 8	1	8.1	5.8
 2	 59	 9	13	8.3	6.0
 2	 59	 10	29	8.5	7.1
 2	 59	 11	50	8.9	6.4
 2	 59	 12	57	9.1	6.8
 2	 59	 13	65	9.1	7.3
 2	 59	 14	361	10.9	7.7
 2	 59	 15	315	11.9	5.7
 2	 59	 16	242	12.4	4.7
 2	 59	 17	145	12.5	3.8
 2	 59	 18	51	12.2	4.2
 2	 59	 19	0	11.6	4.4
 2	 59	 20	0	11.0	4.1
 2	 59	 21	0	10.4	3.7
 2	 59	 22	0	9.8	3.1
 2	 59	 23	0	9.2	2.4
 2	 59	 24	0	8.6	2.9
 3	 60	 1	0	7.9	3.5
 3	 60	 2	0	7.2	3.4
 3	 60	 3	0	6.5	3.2
 3	 60	 4	0	6.1	3.9
 3	 60	 5	0	5.7	2.7
 3	 60	 6	0	5.5	1.9
 3	 60	 7	0	5.2	2.5
 3	 60	 8	5	5.2	2.5
 3	 60	 9	105	6.2	2.8
 3	 60	 10	210	7.2	3.4
 3	 60	 11	257	7.9	2.0
 3	 60	 12	477	9.3	1.9
 3	 60	 13	360	9.7	2.9
