datum,uur,temp,rv,dampdruk,zonnestraling,regen_TB,wind_9m,wind_dir,wind_hor,wind_dir,wind_2m,wind_4m,wind_6m,regen_TB
01/01/2014,0,6.7,91.6,899.9,0.0001,0,3.0,,3.32,209.61,1.84,2.25,2.58,0
01/01/2014,1,7.0,91.8,918.6,0.0004,0,2.6,,2.89,213.16,1.51,1.86,2.15,0
01/01/2014,2,7.3,89.8,916.8,-0.0004,0,2.7,,3.01,217.43,1.56,1.94,2.22,0
01/01/2014,3,7.2,87.0,881.9,-0.0027,0,2.1,,2.45,218.82,1.21,1.51,1.75,0
01/01/2014,4,6.7,87.4,856.4,-0.0034,0,2.5,,2.93,202.21,1.54,1.88,2.18,0
01/01/2014,5,6.5,85.8,832.0,-0.0034,0,2.7,,3.05,200.11,1.64,2,2.3,0
01/01/2014,6,6.4,86.0,828.4,-0.0032,0,2.5,,3.07,195.47,1.59,1.97,2.28,0
01/01/2014,7,6.3,86.0,822.6,-0.0029,0,2.7,,3.37,192.38,1.8,2.14,2.46,0
01/01/2014,8,6.4,85.7,821.7,-0.001,0,3.0,,3.48,195.33,1.98,2.33,2.67,0
01/01/2014,9,6.7,84.0,824.3,0.0334,0,3.1,,3.65,192.5,2.12,2.51,2.84,0
01/01/2014,10,7.2,81.6,826.5,0.102,0,3.6,,4.23,193.1,2.5,2.96,3.34,0
01/01/2014,11,7.6,79.2,827.0,0.1126,0,4.1,,4.61,195.29,2.8,3.27,3.71,0
01/01/2014,12,8.2,77.3,842.8,0.1503,0,3.3,,3.97,189.09,2.42,2.8,3.15,0
01/01/2014,13,9.5,72.0,854.7,0.2318,0,4.0,,4.45,187.41,2.69,3.17,3.55,0
01/01/2014,14,9.6,72.7,868.2,0.0839,0,3.6,,4.15,182.32,2.49,2.85,3.21,0
01/01/2014,15,9.7,75.4,909.2,0.0569,0,3.5,,3.89,183.53,2.41,2.78,3.14,0
01/01/2014,16,10.0,75.3,925.2,0.0072,0,3.8,,4.35,182.62,2.69,3.08,3.43,0
01/01/2014,17,9.9,78.3,953.6,-0.0018,0,3.6,,4.35,187.37,2.82,3.22,3.6,0.1
01/01/2014,18,9.8,81.5,985.6,-0.0005,0.2,3.5,,3.91,181.16,2.53,2.87,3.18,0.2
01/01/2014,19,10.4,77.5,975.2,-0.0029,0,4.1,,4.78,181.69,3.06,3.5,3.9,0
01/01/2014,20,10.8,74.8,969.2,-0.0011,0,4.5,,5.06,184.07,3.28,3.78,4.18,0
01/01/2014,21,10.9,76.9,1000.3,-0.0003,0,4.7,,5.32,190.78,3.23,3.82,4.33,0.3
01/01/2014,22,10.4,82.3,1038.6,0.0011,0,4.4,,5.08,190.46,3.19,3.75,4.21,0.4
01/01/2014,23,10.3,84.5,1057.0,0.0009,0,4.5,,5.15,192.65,3.22,3.76,4.22,0.2
02/01/2014,0,10.4,83.5,1053.1,0.0008,0,4.3,,4.91,187.4,2.98,3.48,3.91,0
02/01/2014,1,11.0,78.5,1029.3,-0.0008,0,4.3,,4.91,192.99,3.08,3.63,4.1,0
02/01/2014,2,11.0,79.3,1042.6,-0.0005,0,4.6,,5.07,195.65,3.15,3.75,4.2,0
02/01/2014,3,11.0,80.6,1059.4,-0.0007,0,4.4,,4.93,194.02,3.05,3.61,4.01,0
02/01/2014,4,10.6,86.0,1095.7,-0.0022,0,4.3,,4.82,193.84,2.97,3.52,3.93,0.1
02/01/2014,5,10.6,85.0,1083.6,-0.0027,0,3.9,,4.43,196.71,2.61,3.14,3.56,0
02/01/2014,6,10.8,82.2,1066.5,-0.0023,0,3.7,,4.19,198.44,2.46,2.97,3.35,0
02/01/2014,7,10.9,77.3,1008.5,-0.0025,0,3.6,,4.01,198.83,2.3,2.8,3.19,0
02/01/2014,8,10.6,81.4,1040.7,0,0,3.1,,3.57,194.15,2.09,2.47,2.81,0.2
02/01/2014,9,9.6,94.4,1125.8,0.0095,1,2.7,,2.96,210.4,1.64,2,2.22,1
02/01/2014,10,9.8,91.4,1106.2,0.0341,0.4,4.0,,4.07,231.43,2.08,2.57,3.03,0
02/01/2014,11,10.3,83.2,1042.3,0.1245,0,4.2,,4.02,235.9,2.01,2.53,3.01,0
02/01/2014,12,10.2,79.7,994.1,0.1182,0,4.0,,3.81,238.46,1.87,2.37,2.77,0
02/01/2014,13,10.4,77.6,976.4,0.1039,0,3.7,,3.54,237.22,1.63,2.09,2.5,0.1
02/01/2014,14,10.2,79.1,986.5,0.0836,0,3.0,,3.1,231.56,1.49,1.88,2.23,0
02/01/2014,15,10.5,75.3,954.8,0.0688,0,3.2,,3.53,223.31,1.88,2.29,2.63,0
02/01/2014,16,10.1,76.9,950.3,0.0083,0,3.0,,3.27,221.24,1.72,2.11,2.42,0
02/01/2014,17,9.8,75.9,917.0,-0.0024,0,2.6,,2.95,216.11,1.47,1.83,2.14,0
02/01/2014,18,9.1,79.5,918.0,-0.0032,0,2.0,,2.44,204.04,1.2,1.52,1.73,0
02/01/2014,19,8.7,81.4,914.6,-0.0032,0,2.0,,2.46,202.76,1.16,1.48,1.75,0
02/01/2014,20,8.3,82.8,903.1,-0.0032,0,1.9,,2.36,203.72,1.08,1.41,1.62,0
02/01/2014,21,8.2,83.7,912.3,-0.003,0,2.3,,2.59,198.98,1.35,1.66,1.9,0
02/01/2014,22,8.3,84.7,926.2,-0.0029,0,2.1,,2.87,190.95,1.6,1.91,2.18,0
02/01/2014,23,8.2,85.9,936.8,-0.0028,0,1.6,,2.22,176.53,1.02,1.3,1.51,0
03/01/2014,0,8.3,87.1,950.7,-0.0024,0,1.8,,2.42,178.45,1.27,1.51,1.74,0
03/01/2014,1,8.5,87.4,970.9,-0.0017,0,2.1,,2.63,184.74,1.45,1.69,1.91,0
03/01/2014,2,9.2,86.7,1009.0,-0.0016,0,2.8,,3.51,190.1,2.07,2.45,2.73,0
03/01/2014,3,10.2,81.8,1018.4,-0.0018,0,3.4,,3.97,191.61,2.35,2.81,3.17,0
03/01/2014,4,10.3,81.9,1022.6,-0.0007,0,2.8,,3.38,181.85,1.93,2.27,2.58,0
03/01/2014,5,10.6,80.5,1026.8,-0.0008,0,3.0,,3.69,185.71,2.25,2.58,2.88,0.1
03/01/2014,6,10.1,85.9,1063.0,-0.0009,0.2,3.7,,4.28,192.16,2.5,2.95,3.35,0.3
03/01/2014,7,9.8,90.1,1094.6,-0.0004,0.2,3.7,,4.17,195.19,2.48,2.96,3.34,0
03/01/2014,8,10.3,86.9,1088.2,-0.0008,0,3.9,,4.14,205.66,2.43,2.96,3.34,0
03/01/2014,9,10.7,86.0,1103.3,0.0111,0,4.6,,4.83,208.73,2.84,3.45,3.88,0
03/01/2014,10,11.1,84.2,1110.4,0.0911,0,4.4,,4.74,208.5,2.83,3.41,3.87,0
03/01/2014,11,12.3,78.1,1113.3,0.1665,0,4.8,,4.82,215.73,2.87,3.48,3.92,0
03/01/2014,12,12.9,74.9,1113.4,0.1159,0,5.4,,5.63,216.23,3.4,4.14,4.62,0
03/01/2014,13,13.3,72.1,1102.1,0.1353,0,5.0,,5.13,217.56,2.98,3.64,4.1,0
03/01/2014,14,13.3,71.9,1098.3,0.0942,0,4.6,,4.7,214.79,2.73,3.34,3.78,0
03/01/2014,15,13.3,71.6,1096.0,0.0908,0,4.8,,5.06,207.82,3.02,3.67,4.12,0
03/01/2014,16,13.3,70.1,1067.7,0.0108,0,5.2,,5.53,202.3,3.36,4.02,4.52,0
03/01/2014,17,7.9,86.3,914.3,0.0004,4.4,4.8,,4.5,235.65,2.15,2.86,3.4,4.3
03/01/2014,18,6.8,92.5,914.0,-0.0014,0,2.6,,2.97,216.19,1.57,1.93,2.22,0
03/01/2014,19,8.2,84.8,922.0,-0.0016,0,3.5,,3.75,218.45,1.99,2.46,2.85,0
03/01/2014,20,9.5,72.1,857.1,-0.0032,0,4.4,,4.46,226.88,2.48,3,3.45,0
03/01/2014,21,9.2,73.6,854.1,-0.002,0,4.8,,4.8,233.48,2.48,3.02,3.54,0.2
03/01/2014,22,8.7,77.1,869.0,-0.0027,0,3.8,,4.06,220.53,2.2,2.72,3.13,0
03/01/2014,23,9.4,65.5,770.1,-0.0034,0,4.2,,4.36,222.8,2.36,2.89,3.33,0
04/01/2014,0,9.0,66.2,758.3,-0.0033,0,3.8,,4.1,217.48,2.27,2.81,3.2,0
04/01/2014,1,8.5,69.7,775.2,-0.0034,0,3.3,,3.64,209.62,2.01,2.45,2.79,0
04/01/2014,2,8.0,72.5,776.5,-0.0034,0,2.4,,2.76,200.86,1.36,1.7,1.98,0
04/01/2014,3,8.0,76.0,816.0,-0.0029,0,3.0,,3.35,201.19,1.79,2.21,2.51,0
04/01/2014,4,8.1,80.5,871.0,-0.003,0,3.1,,3.6,193.23,2.08,2.47,2.8,0
04/01/2014,5,7.9,83.8,895.9,-0.0029,0,2.0,,2.62,183.12,1.38,1.64,1.87,0
04/01/2014,6,7.9,84.9,902.5,-0.0026,0,1.8,,2.35,173.15,1.21,1.43,1.59,0
04/01/2014,7,8.0,84.8,906.6,-0.0028,0,2.0,,2.76,186.44,1.51,1.77,1.99,0
04/01/2014,8,8.0,85.3,913.7,-0.0014,0,1.9,,2.55,174.76,1.23,1.49,1.75,0
04/01/2014,9,8.2,85.2,928.6,0.0219,0,2.0,,2.43,159.54,1.11,1.36,1.6,0
04/01/2014,10,8.5,84.3,936.2,0.0703,0,2.0,,2.05,144.52,1.06,1.3,1.45,0
04/01/2014,11,9.2,80.6,939.3,0.0963,0,2.1,,2.42,153.77,1.26,1.51,1.74,0
04/01/2014,12,10.0,76.1,933.4,0.0902,0,3.0,,3.12,155.06,1.75,2.12,2.41,0
04/01/2014,13,10.6,76.9,980.0,0.1142,0,3.1,,3.41,167.26,1.94,2.27,2.6,0
04/01/2014,14,10.9,77.8,1011.5,0.1038,0,2.6,,2.72,159.4,1.48,1.75,1.99,0
04/01/2014,15,11.0,78.9,1033.4,0.0359,0,2.4,,2.63,168.36,1.38,1.66,1.92,0
04/01/2014,16,10.9,79.5,1037.7,0.0132,0,2.5,,2.73,165.04,1.54,1.79,2.03,0
04/01/2014,17,10.5,81.7,1038.8,-0.0012,0,2.4,,2.92,177.61,1.78,2.05,2.26,0
04/01/2014,18,10.2,83.9,1044.8,-0.0019,0,2.3,,2.76,176.7,1.5,1.76,1.98,0
04/01/2014,19,9.8,85.9,1040.0,-0.0027,0,1.7,,2.31,185.98,1.19,1.38,1.58,0
04/01/2014,20,9.8,85.9,1041.9,-0.0017,0,1.8,,2.39,186.16,1.22,1.48,1.67,0
04/01/2014,21,10.0,84.8,1041.9,-0.0009,0,2.5,,2.96,195.24,1.58,1.91,2.17,0
04/01/2014,22,9.7,81.1,977.4,-0.0016,0,2.9,,3.05,230.37,1.46,1.83,2.16,0
04/01/2014,23,8.7,87.0,977.1,-0.0017,0,2.2,,2.48,220.58,1.25,1.53,1.77,0
05/01/2014,0,8.7,87.6,983.1,-0.0008,0,2.6,,2.75,232.08,1.22,1.54,1.84,0
05/01/2014,1,8.6,85.6,958.1,-0.0005,0,3.3,,3.05,247.73,1.19,1.7,2.12,0
05/01/2014,2,8.0,83.0,892.6,-0.0018,0,3.5,,3.08,262.68,1.27,1.89,2.34,0
05/01/2014,3,7.0,85.4,856.6,-0.0029,0,1.9,,2.09,233.13,0.73,1.03,1.25,0
05/01/2014,4,6.2,88.4,836.4,-0.0025,0,1.8,,2.18,226.91,0.87,1.13,1.38,0
05/01/2014,5,6.1,87.3,820.8,-0.0023,0,2.1,,2.42,226.69,1.02,1.33,1.6,0
05/01/2014,6,5.4,88.3,791.1,-0.0035,0,2.1,,2.4,223.65,1.04,1.36,1.62,0
05/01/2014,7,4.8,90.5,780.5,-0.0034,0,1.7,,2.09,213.82,0.81,1.09,1.32,0
05/01/2014,8,4.5,92.1,773.3,-0.0017,0,1.8,,2.22,215.74,0.94,1.25,1.49,0
05/01/2014,9,4.4,91.6,764.9,0.0232,0,2.2,,2.6,217.03,1.25,1.59,1.82,0
05/01/2014,10,5.1,87.2,765.6,0.1056,0,2.6,,2.94,216.11,1.56,1.91,2.16,0
05/01/2014,11,6.0,83.2,778.9,0.2015,0,2.7,,3.01,210.6,1.65,2.04,2.32,0
05/01/2014,12,6.1,83.5,785.6,0.105,0,3.5,,3.78,209.82,2.16,2.62,2.97,0
05/01/2014,13,6.1,82.5,777.9,0.077,0,2.9,,3.25,206.42,1.85,2.25,2.54,0
05/01/2014,14,6.8,78.7,777.7,0.0882,0,2.8,,3.24,195.98,1.83,2.17,2.49,0
05/01/2014,15,7.0,78.3,782.9,0.0678,0,2.6,,3.11,192.65,1.79,2.11,2.37,0
05/01/2014,16,6.7,79.0,776.4,0.0121,0,1.9,,2.52,186.25,1.4,1.65,1.88,0
05/01/2014,17,6.4,80.9,779.7,-0.0013,0,1.9,,2.41,177.99,1.24,1.46,1.68,0
05/01/2014,18,6.4,80.5,772.1,-0.002,0,2.6,,3.12,182.38,1.79,2.08,2.35,0
05/01/2014,19,6.6,80.3,781.0,-0.0015,0,3.2,,3.75,192.53,2.17,2.55,2.88,0
05/01/2014,20,7.1,79.3,800.7,-0.0009,0,3.5,,4.13,192.6,2.5,2.94,3.3,0
05/01/2014,21,7.3,78.0,799.9,-0.0017,0,3.3,,3.9,191.88,2.4,2.76,3.07,0
05/01/2014,22,7.4,78.8,811.8,-0.0025,0,2.9,,3.23,177.66,1.91,2.21,2.5,0
05/01/2014,23,7.9,79.9,854.3,-0.0009,0,3.8,,4.18,189.02,2.57,2.99,3.34,0
06/01/2014,0,9.1,80.6,935.1,-0.0008,0,4.3,,4.96,194.16,3.17,3.7,4.14,0
06/01/2014,1,9.7,81.3,979.7,-0.0005,0,4.5,,4.92,200.06,2.98,3.54,4.02,0
06/01/2014,2,10.1,82.6,1019.4,-0.0003,0,4.5,,5.01,198.6,3.06,3.59,4.05,0
06/01/2014,3,10.1,84.1,1040.3,-0.0005,0,4.9,,5.24,197.8,3.15,3.75,4.24,0
06/01/2014,4,10.3,87.4,1095.4,-0.0004,0,4.2,,4.59,198.59,2.72,3.24,3.66,0
06/01/2014,5,11.2,85.6,1142.1,-0.0002,0,4.6,,4.89,200.77,2.97,3.54,4,0
06/01/2014,6,11.4,87.0,1176.3,-0.0006,0,4.6,,5.01,203.81,3.06,3.67,4.11,0.2
06/01/2014,7,11.6,90.4,1231.4,0.0003,0,4.3,,4.78,208.9,2.81,3.41,3.85,0.1
06/01/2014,8,12.5,84.9,1228.0,-0.0002,0,4.7,,4.96,208.03,3,3.6,4.08,0
06/01/2014,9,12.8,82.1,1216.6,0.0057,0,5.0,,5.17,207,3.15,3.82,4.28,0
06/01/2014,10,13.1,81.2,1223.6,0.027,0,4.9,,5.18,212.99,3.03,3.72,4.23,0
06/01/2014,11,13.5,80.0,1233.9,0.0608,0,5.8,,5.94,212.9,3.58,4.33,4.88,0
06/01/2014,12,14.0,77.6,1242.2,0.1391,0,5.6,,5.75,212.64,3.47,4.2,4.71,0
06/01/2014,13,14.3,76.4,1241.5,0.1124,0,5.2,,5.44,209.81,3.31,3.98,4.48,0
06/01/2014,14,13.9,77.3,1232.1,0.047,0,4.4,,4.72,210.92,2.77,3.32,3.78,0
06/01/2014,15,13.8,78.5,1236.8,0.0432,0,3.9,,4.36,202.36,2.53,3.03,3.43,0.1
06/01/2014,16,13.1,83.9,1266.1,0.0137,0,3.6,,4.05,195.63,2.46,2.87,3.23,0
06/01/2014,17,13.4,79.8,1224.0,-0.001,0,4.4,,4.76,200.76,2.88,3.44,3.88,0
06/01/2014,18,13.3,80.3,1227.1,-0.0011,0,4.3,,4.67,205.88,2.76,3.3,3.74,0.1
06/01/2014,19,13.2,81.8,1238.7,-0.0018,0.2,3.7,,4.11,206.32,2.37,2.88,3.26,0.1
06/01/2014,20,13.7,77.6,1215.4,-0.0029,0,5.3,,5.49,212.78,3.26,3.93,4.46,0
06/01/2014,21,13.3,78.6,1202.4,-0.0019,0,4.2,,4.16,228.4,2.25,2.75,3.17,0
06/01/2014,22,13.2,75.9,1154.2,-0.0023,0,4.2,,4.31,225.2,2.36,2.86,3.29,0
06/01/2014,23,12.8,73.1,1082.6,-0.003,0,3.9,,4.05,222.5,2.21,2.72,3.13,0
07/01/2014,0,12.3,75.7,1084.1,-0.0031,0,4.0,,4.28,217.67,2.42,2.94,3.38,0
07/01/2014,1,12.0,73.0,1026.2,-0.0024,0,4.9,,5.03,218.02,2.93,3.51,4.01,0
07/01/2014,2,11.7,71.1,977.9,-0.003,0,4.7,,4.83,216.68,2.81,3.4,3.84,0
07/01/2014,3,11.4,73.0,984.1,-0.0031,0,4.2,,4.35,215.52,2.47,3.02,3.43,0
07/01/2014,4,11.1,75.4,999.3,-0.003,0,4.2,,4.5,215.05,2.53,3.08,3.5,0
07/01/2014,5,11.2,75.6,1007.0,-0.0024,0,4.2,,4.54,211.03,2.64,3.17,3.58,0
07/01/2014,6,11.0,77.2,1012.2,-0.0029,0,4.0,,4.3,209.82,2.47,3.02,3.44,0
07/01/2014,7,10.8,78.1,1012.7,-0.0028,0,4.3,,4.67,208.31,2.69,3.27,3.72,0
07/01/2014,8,10.7,77.0,990.7,-0.0011,0,3.9,,4.22,206.28,2.48,3.02,3.39,0
07/01/2014,9,10.7,77.2,991.1,0.0316,0,3.8,,4.08,206.73,2.32,2.83,3.22,0
07/01/2014,10,11.3,75.4,1010.6,0.116,0,4.6,,4.79,210.79,2.85,3.44,3.89,0
07/01/2014,11,12.2,72.6,1035.4,0.1742,0,5.1,,5.08,216.21,2.95,3.61,4.09,0
07/01/2014,12,12.7,71.1,1045.6,0.1931,0,4.4,,4.48,218.97,2.58,3.15,3.6,0
07/01/2014,13,13.2,68.8,1046.8,0.2075,0,4.6,,4.78,219.34,2.82,3.4,3.85,0
07/01/2014,14,13.7,65.5,1030.0,0.1848,0,4.9,,5.02,221.1,2.94,3.53,4.03,0
07/01/2014,15,13.3,68.2,1042.0,0.0834,0,4.9,,5.08,216.82,2.91,3.54,4.01,0
07/01/2014,16,13.2,70.4,1064.5,0.0201,0,4.1,,4.33,217.49,2.47,3.02,3.45,0
07/01/2014,17,12.7,73.2,1072.0,-0.0024,0,2.8,,3.2,208.48,1.75,2.16,2.44,0
07/01/2014,18,12.4,76.6,1102.5,-0.0031,0,3.1,,3.43,205.67,1.89,2.32,2.62,0
07/01/2014,19,12.0,79.4,1109.5,-0.0033,0,2.7,,3.09,209.51,1.62,2.02,2.32,0
07/01/2014,20,11.4,84.3,1134.0,-0.003,0,3.2,,3.58,209.93,2.02,2.44,2.78,0
07/01/2014,21,11.1,85.7,1132.6,-0.003,0,3.0,,3.4,205.52,1.93,2.31,2.64,0
07/01/2014,22,10.9,86.8,1133.5,-0.0031,0,2.4,,2.88,210.57,1.48,1.84,2.15,0
07/01/2014,23,10.7,87.1,1122.3,-0.0029,0,2.4,,2.81,210.2,1.4,1.79,2.07,0
08/01/2014,0,10.6,87.1,1111.3,-0.0018,0,1.7,,2.17,206.37,0.99,1.26,1.45,0
08/01/2014,1,11.0,84.6,1109.5,-0.0014,0,2.5,,2.88,202.24,1.51,1.86,2.14,0
08/01/2014,2,11.0,84.9,1115.3,0.0004,0.6,3.4,,3.75,206.52,2.11,2.57,2.93,1
08/01/2014,3,11.8,82.9,1143.7,0.0007,0,4.6,,4.73,226.58,2.51,3.08,3.57,0.1
08/01/2014,4,10.7,87.4,1122.6,0.0009,1,5.0,,4.28,253.39,1.77,2.49,3.12,1
08/01/2014,5,9.6,86.9,1035.8,-0.0022,0,3.0,,2.85,239.17,1.22,1.64,1.99,0
08/01/2014,6,9.0,86.8,994.0,-0.0031,0,2.5,,2.83,224.02,1.32,1.68,1.97,0
08/01/2014,7,8.9,86.7,986.0,-0.0022,0,2.1,,2.45,219.49,1.13,1.45,1.68,0
08/01/2014,8,9.0,85.3,977.3,-0.0008,0,2.1,,2.43,219.47,1.12,1.45,1.68,0
08/01/2014,9,9.2,84.3,984.2,0.0308,0,1.9,,2.22,219.7,0.99,1.29,1.49,0
08/01/2014,10,10.0,82.1,1010.1,0.0965,0,2.4,,2.79,215.65,1.4,1.73,2.02,0
08/01/2014,11,10.5,82.0,1044.4,0.1552,0,3.0,,3.2,220.59,1.69,2.11,2.43,0
08/01/2014,12,11.5,79.0,1072.9,0.2302,0,2.8,,3.03,222.2,1.7,2.02,2.32,0
08/01/2014,13,12.0,75.3,1053.9,0.1934,0,3.5,,3.54,231.35,1.86,2.26,2.68,0
08/01/2014,14,11.8,75.7,1044.6,0.1797,0,3.4,,3.66,221.84,2.03,2.45,2.78,0
08/01/2014,15,11.4,78.7,1058.8,0.0881,0,2.2,,2.55,216.16,1.26,1.6,1.83,0
08/01/2014,16,10.8,81.9,1058.6,0.0229,0,1.1,,1.63,192.3,0.66,0.85,0.96,0
08/01/2014,17,10.0,84.9,1041.0,-0.0019,0,0.8,,1.31,176.29,0.34,0.51,0.59,0
08/01/2014,18,9.1,88.8,1029.1,-0.0018,0,0.5,,0.86,138.62,0.25,0.32,0.3,0
08/01/2014,19,9.0,90.9,1041.1,-0.0005,0,0.6,,0.99,167.7,0.28,0.4,0.38,0
08/01/2014,20,9.5,90.4,1076.1,-0.0003,0,0.6,,1,154.37,0.28,0.41,0.41,0
08/01/2014,21,10.4,88.9,1121.9,-0.0004,0,1.4,,1.9,194.9,0.89,1.12,1.27,0
08/01/2014,22,10.9,88.3,1148.2,-0.002,0,1.7,,2.06,199.65,0.97,1.24,1.43,0
08/01/2014,23,11.1,87.7,1160.5,-0.0019,0,2.0,,2.49,195.67,1.29,1.59,1.82,0
09/01/2014,0,11.5,86.4,1169.6,-0.0013,0,2.8,,3.15,201.28,1.71,2.06,2.38,0
09/01/2014,1,12.0,84.7,1191.0,-0.0009,0,3.3,,3.63,210.85,2.03,2.46,2.81,0
09/01/2014,2,12.2,87.4,1241.4,-0.0007,0.2,3.1,,3.54,207.09,2.03,2.45,2.78,1.2
09/01/2014,3,11.5,94.8,1284.7,-0.0001,0.2,2.5,,3.11,185.82,1.88,2.16,2.38,0.2
09/01/2014,4,11.3,92.7,1245.1,0.0001,0,2.9,,3.4,193.98,1.96,2.33,2.65,0
09/01/2014,5,11.3,90.3,1209.6,-0.0023,0,2.8,,3.24,196.5,1.77,2.14,2.44,0
09/01/2014,6,11.5,87.1,1185.4,-0.002,0,3.4,,3.71,198.56,2.07,2.51,2.88,0
09/01/2014,7,11.8,84.1,1163.4,-0.0015,0,3.8,,4.07,204.4,2.35,2.86,3.24,0
09/01/2014,8,12.2,81.8,1162.0,-0.0002,0,4.5,,4.63,216.4,2.72,3.29,3.73,0
09/01/2014,9,12.7,81.0,1188.6,0.0102,0,5.3,,5.5,223.24,3.15,3.84,4.38,0.5
09/01/2014,10,12.0,87.5,1223.7,0.0486,0.2,5.5,,5.5,219.32,3.22,3.93,4.45,0.1
09/01/2014,11,12.4,81.9,1177.5,0.0568,0,4.8,,4.79,225.12,2.68,3.3,3.77,0
09/01/2014,12,12.6,75.7,1104.5,0.0624,0,5.3,,5.25,228.42,2.86,3.52,4.06,0
09/01/2014,13,12.3,74.7,1070.6,0.0468,0,5.2,,5.16,230.47,2.76,3.33,3.91,0
09/01/2014,14,12.0,70.7,990.0,0.0455,0,5.0,,4.8,235.07,2.5,3.09,3.63,0
09/01/2014,15,10.4,84.2,1056.6,0.0363,0.4,4.9,,4.56,242.05,2.12,2.72,3.31,0.5
09/01/2014,16,9.6,89.4,1068.0,0.008,0.8,4.6,,4.03,253.85,1.75,2.45,3,1
09/01/2014,17,8.5,78.9,878.5,-0.0002,0,5.2,,4.57,273.8,2.21,3.17,3.76,0
09/01/2014,18,8.2,74.7,810.9,-0.0012,0,4.4,,3.87,266.08,1.7,2.47,2.99,0
09/01/2014,19,8.0,75.3,808.2,-0.0017,0,2.7,,2.57,246.44,0.97,1.44,1.8,0
09/01/2014,20,7.6,77.0,803.2,-0.002,0,2.2,,2.39,229.61,1.01,1.27,1.5,0
09/01/2014,21,7.5,81.0,839.2,-0.0013,0,2.5,,2.8,228.3,1.33,1.64,1.93,0
09/01/2014,22,7.0,83.2,831.7,-0.0034,0,2.3,,2.66,226.3,1.19,1.5,1.8,0
09/01/2014,23,6.5,85.8,827.4,-0.0033,0,1.8,,1.99,231.97,0.69,0.98,1.2,0
10/01/2014,0,6.5,85.9,834.3,-0.003,0,2.2,,2.23,233.92,0.82,1.17,1.49,0
10/01/2014,1,6.1,85.6,807.4,-0.0033,0,2.2,,2.34,232.43,0.95,1.23,1.51,0
10/01/2014,2,5.7,85.8,786.5,-0.0032,0,1.9,,2.25,225.12,0.87,1.16,1.43,0
10/01/2014,3,5.1,90.0,792.7,-0.0034,0,1.5,,1.95,220.8,0.67,0.95,1.17,0
10/01/2014,4,5.0,93.6,816.6,-0.0032,0,1.6,,1.92,225.53,0.68,0.98,1.2,0
10/01/2014,5,4.9,95.5,824.3,-0.0021,0,1.1,,1.59,218.67,0.42,0.66,0.82,0
10/01/2014,6,5.3,94.3,838.0,-0.0022,0,1.5,,1.88,208.25,0.76,1.01,1.21,0
10/01/2014,7,4.8,94.7,817.3,-0.003,0,1.0,,1.55,207.71,0.43,0.68,0.87,0
10/01/2014,8,4.5,95.8,807.9,-0.0004,0,1.4,,1.93,209.67,0.6,0.9,1.17,0
10/01/2014,9,4.8,95.5,818.3,0.0291,0,2.1,,2.45,214.69,1.11,1.43,1.7,0
10/01/2014,10,5.6,92.6,842.7,0.1305,0,2.2,,2.47,219.39,1.21,1.53,1.76,0
10/01/2014,11,6.9,87.5,867.9,0.2211,0,2.6,,2.91,216.08,1.83,2.18,2.5,0
10/01/2014,12,8.2,83.9,909.7,0.2811,0,2.5,,2.81,218.55,1.5,1.83,2.1,0
10/01/2014,13,9.0,79.3,909.8,0.2466,0,2.7,,2.75,227.95,1.34,1.69,1.99,0
10/01/2014,14,8.7,79.3,889.9,0.1894,0,3.4,,3.67,222.14,2.02,2.49,2.81,0
10/01/2014,15,7.3,85.3,873.7,0.0624,0,2.8,,2.99,223.82,1.51,1.9,2.2,0
10/01/2014,16,6.9,86.3,857.8,0.0146,0,2.2,,2.6,218.79,1.27,1.58,1.84,0
10/01/2014,17,6.4,87.3,841.3,-0.0006,0,1.9,,2.19,221.57,0.97,1.24,1.47,0
10/01/2014,18,6.3,87.7,838.4,-0.0009,0,2.6,,2.82,221.23,1.42,1.75,2.04,0
10/01/2014,19,6.2,86.9,825.1,-0.0015,0,2.6,,2.97,217.79,1.54,1.88,2.2,0
10/01/2014,20,5.8,89.3,824.2,-0.0017,0,1.6,,1.93,224.08,0.74,1,1.23,0
10/01/2014,21,5.8,88.9,821.1,-0.002,0,2.2,,2.59,221.9,1.25,1.55,1.84,0
10/01/2014,22,5.5,88.6,797.9,-0.0025,0,2.5,,2.94,223.53,1.43,1.76,2.09,0
10/01/2014,23,4.9,90.9,788.6,-0.0032,0,1.6,,1.96,225.88,0.75,0.99,1.22,0
11/01/2014,0,4.3,92.6,768.4,-0.0032,0,1.1,,1.51,223.24,0.33,0.56,0.77,0
11/01/2014,1,4.4,92.4,773.1,-0.0025,0,2.1,,2.57,215.93,1.23,1.56,1.84,0
11/01/2014,2,4.6,91.6,775.5,-0.0016,0,3.0,,3.3,216.64,1.71,2.1,2.42,0
11/01/2014,3,4.5,91.7,773.0,-0.0018,0,2.9,,3.23,216.99,1.74,2.13,2.45,0
11/01/2014,4,4.4,92.9,777.3,-0.0013,0,2.0,,2.27,225.69,1.02,1.29,1.54,0
11/01/2014,5,4.7,94.7,810.3,-0.0004,0,1.7,,1.96,224.18,0.9,1.13,1.34,0
11/01/2014,6,5.0,95.1,831.2,-0.0008,0,1.6,,1.94,220.73,0.83,1.08,1.27,0
