datum,uur,temp,rv,dampdruk,zonnestraling,regen_TB,wind_9m,wind_dir,wind_hor,wind_dir,wind_2m,wind_4m,wind_6m,regen_TB
09/04/2014,2,6.6,99.8,976.3,-0.0032,0,1.1,,1.67,215.62,0.43,0.71,0.91,0
09/04/2014,3,5.7,99.8,912.2,-0.0029,0,0.9,,1.44,220.04,0.19,0.46,0.59,0
09/04/2014,4,5.3,99.8,889.8,-0.0027,0,0.8,,1.34,213.82,0.11,0.37,0.46,0
09/04/2014,5,4.9,99.8,865.7,-0.0023,0,0.9,,1.29,216.86,0.11,0.42,0.53,0
09/04/2014,6,4.7,99.8,851.4,0.0258,0,1.0,,1.46,219.84,0.26,0.51,0.68,0
09/04/2014,7,5.9,99.8,925.5,0.1726,0,1.3,,1.56,219.74,0.69,0.87,0.95,0
09/04/2014,8,8.1,98.0,1055.7,0.3276,0,1.5,,1.79,221.53,1.03,1.21,1.3,0
09/04/2014,9,10.6,81.5,1043.3,0.4922,0,2.6,,2.29,251.08,1.31,1.62,1.8,0
09/04/2014,10,12.0,66.0,927.8,0.627,0,3.5,,2.91,248.82,1.56,1.96,2.23,0
09/04/2014,11,12.9,50.5,749.5,0.6925,0,4.3,,3.58,266.12,1.91,2.51,2.9,0
09/04/2014,12,13.2,49.3,750.1,0.5529,0,4.2,,3.7,276.58,2.05,2.7,3.09,0
09/04/2014,13,13.8,47.2,746.8,0.6673,0,3.9,,3.26,272.53,1.86,2.45,2.79,0
09/04/2014,14,14.3,47.1,768.0,0.5559,0,3.6,,3.19,277.96,1.81,2.42,2.7,0
09/04/2014,15,14.6,46.7,779.0,0.5312,0,3.7,,3.25,285.44,1.9,2.53,2.86,0
09/04/2014,16,14.8,47.1,793.4,0.3473,0,3.0,,2.82,276.97,1.56,2.09,2.37,0
09/04/2014,17,14.9,47.3,800.2,0.2371,0,3.1,,2.7,274.14,1.39,1.89,2.18,0
09/04/2014,18,14.4,50.4,826.8,0.0931,0,1.9,,1.61,249.43,0.63,0.94,1.12,0
09/04/2014,19,13.4,54.5,840.2,0.0094,0,0.9,,1.25,229.77,0.21,0.49,0.5,0
09/04/2014,20,11.5,69.4,935.6,-0.0036,0,0.3,,0.81,201.08,0.04,0.16,0.13,0
09/04/2014,21,9.6,85.3,1021.0,-0.0024,0,0.4,,0.78,172.1,0.23,0.32,0.22,0
09/04/2014,22,8.0,93.5,1000.7,-0.0025,0,0.3,,0.63,203.92,0.03,0.14,0,0
09/04/2014,23,7.2,98.5,999.4,-0.0024,0,0.5,,0.89,219.88,0.03,0.21,0,0
10/04/2014,0,6.4,99.8,962.6,-0.0024,0,0.5,,0.91,215.36,0,0.25,0.09,0
10/04/2014,1,5.7,99.8,911.6,-0.0024,0,0.4,,0.83,213.13,0.01,0.17,0.03,0
10/04/2014,2,5.1,99.8,879.3,-0.0023,0,0.4,,0.73,217.5,0.01,0.13,0.03,0
10/04/2014,3,4.5,99.8,841.4,-0.0024,0,0.5,,0.84,225.61,0,0.18,0.03,0
10/04/2014,4,4.0,99.8,812.4,-0.0022,0,0.5,,0.91,220.94,0,0.15,0.13,0
10/04/2014,5,3.9,99.8,804.2,-0.0017,0,0.5,,0.89,219.08,0.01,0.11,0.05,0
10/04/2014,6,3.9,99.8,805.2,0.0337,0,0.5,,0.85,219.51,0.06,0.19,0.16,0
10/04/2014,7,6.0,99.8,934.3,0.1812,0,0.7,,0.91,234.46,0.3,0.47,0.52,0
10/04/2014,8,9.1,92.4,1067.0,0.3194,0,1.2,,1.23,226.19,0.64,0.79,0.86,0
10/04/2014,9,11.5,77.4,1046.7,0.4832,0,1.7,,1.8,224.44,1,1.2,1.32,0
10/04/2014,10,13.3,64.7,988.1,0.5922,0,1.6,,1.86,207.94,1.15,1.33,1.39,0
10/04/2014,11,14.3,58.3,952.4,0.6719,0,2.0,,2.03,245.02,1.2,1.42,1.55,0
10/04/2014,12,15.4,50.3,881.7,0.699,0,1.9,,1.82,239.61,1.2,1.44,1.53,0
10/04/2014,13,16.4,46.0,857.0,0.7041,0,1.5,,1.61,230.53,1.02,1.2,1.29,0
10/04/2014,14,17.1,46.5,909.4,0.6639,0,1.6,,1.5,264.67,1.06,1.3,1.37,0
10/04/2014,15,17.8,45.8,935.5,0.5533,0,1.7,,1.55,268.28,1.12,1.36,1.44,0
10/04/2014,16,17.8,45.2,917.5,0.4112,0,2.0,,1.76,279.63,1.11,1.44,1.54,0
10/04/2014,17,17.7,45.4,917.4,0.257,0,1.7,,1.6,315.96,1.08,1.45,1.57,0
10/04/2014,18,16.9,48.8,937.4,0.0841,0,1.6,,1.52,304.5,0.68,1.09,1.3,0
10/04/2014,19,15.0,64.8,1104.1,0.0045,0,1.6,,1.53,316.65,0.68,1.11,1.31,0
10/04/2014,20,13.6,82.9,1288.1,-0.0033,0,0.8,,0.77,335.75,0.29,0.53,0.55,0
10/04/2014,21,12.0,91.0,1275.4,-0.0029,0,1.0,,1.15,277.46,0.34,0.62,0.7,0
10/04/2014,22,11.4,92.3,1240.5,-0.0029,0,1.1,,1.02,285.4,0.44,0.7,0.76,0
10/04/2014,23,10.6,95.5,1219.6,-0.0029,0,1.1,,1.13,286.8,0.48,0.76,0.9,0
11/04/2014,0,10.0,97.4,1193.5,-0.0028,0,0.5,,0.87,206.72,0.22,0.38,0.3,0
11/04/2014,1,9.7,98.2,1182.2,-0.0014,0,0.4,,0.62,205.9,0.17,0.31,0.31,0
11/04/2014,2,9.8,96.8,1170.9,-0.0022,0,0.5,,0.64,189.15,0.2,0.3,0.19,0
11/04/2014,3,8.1,99.7,1080.1,-0.0025,0,0.4,,0.9,201.21,0.06,0.27,0.35,0
11/04/2014,4,7.9,99.8,1062.1,-0.0011,0,0.3,,0.73,198.02,0.1,0.18,0.18,0
11/04/2014,5,8.1,99.8,1077.1,-0.0001,0,0.3,,0.7,210.31,0.05,0.13,0.17,0
11/04/2014,6,8.9,99.8,1141.7,0.0227,0,0.3,,0.47,205.35,0.06,0.19,0.08,0
11/04/2014,7,9.6,99.8,1196.9,0.0761,0,0.5,,0.68,248.16,0.21,0.34,0.3,0
11/04/2014,8,10.8,97.1,1259.7,0.1332,0,1.5,,1.39,1.4,0.97,1.26,1.43,0
11/04/2014,9,12.0,87.0,1217.4,0.2548,0,1.8,,1.73,24.54,1.19,1.45,1.68,0
11/04/2014,10,13.4,71.1,1092.8,0.3872,0,2.3,,2.22,29.44,1.57,1.91,2.12,0
11/04/2014,11,14.7,55.1,918.2,0.645,0,2.6,,2.44,40.78,1.74,2.07,2.34,0
11/04/2014,12,14.8,54.0,910.7,0.4992,0,2.9,,2.92,13.72,2.03,2.46,2.8,0
11/04/2014,13,15.3,48.6,846.5,0.4581,0,3.1,,2.93,7.74,1.92,2.41,2.78,0
11/04/2014,14,15.4,47.2,827.0,0.2944,0,2.9,,2.78,359.09,1.78,2.26,2.59,0
11/04/2014,15,15.5,46.8,823.0,0.2964,0,3.0,,2.91,354.77,1.95,2.44,2.77,0
11/04/2014,16,15.0,47.5,811.1,0.2144,0,3.6,,3.55,351.67,2.26,2.87,3.24,0
11/04/2014,17,14.9,47.0,795.8,0.1764,0,2.4,,2.29,2.31,1.46,1.88,2.16,0
11/04/2014,18,14.6,51.7,857.4,0.0866,0,2.4,,2.36,340.04,1.46,1.97,2.24,0
11/04/2014,19,13.7,59.3,929.5,0.0059,0,1.3,,1.41,345.26,0.69,1.1,1.21,0
11/04/2014,20,13.1,65.6,987.5,-0.0015,0,1.2,,1.23,324.12,0.51,0.85,1.04,0
11/04/2014,21,12.3,77.6,1109.2,-0.0033,0,1.6,,1.58,19.85,0.73,1.04,1.3,0
11/04/2014,22,11.1,87.9,1161.3,-0.0029,0,1.3,,1.31,22.34,0.61,0.89,1.08,0
11/04/2014,23,10.2,94.2,1175.2,-0.0027,0,1.3,,1.24,21.11,0.66,0.95,1.13,0
12/04/2014,0,9.6,98.8,1177.9,-0.0025,0,1.6,,1.54,11.66,0.72,1.04,1.33,0
12/04/2014,1,8.7,99.8,1124.0,-0.0029,0,0.7,,0.7,262.03,0.2,0.33,0.34,0
12/04/2014,2,7.4,99.8,1026.9,-0.0027,0,0.3,,0.72,204.56,0.05,0.14,0.1,0
12/04/2014,3,6.7,99.8,980.8,-0.0011,0,0.7,,0.95,245.82,0.14,0.36,0.46,0
12/04/2014,4,7.7,99.8,1046.7,0.0001,0,1.2,,1.03,0.18,0.57,0.79,0.94,0
12/04/2014,5,7.5,99.8,1035.2,0,0,0.8,,0.79,48.87,0.44,0.58,0.69,0
12/04/2014,6,7.3,99.8,1020.7,0.0153,0,0.7,,0.68,260.25,0.31,0.48,0.51,0
12/04/2014,7,7.2,99.8,1014.3,0.0712,0,0.7,,0.66,255.19,0.27,0.45,0.48,0
12/04/2014,8,7.5,99.8,1034.0,0.1625,0,0.8,,0.97,220.51,0.42,0.53,0.6,0
12/04/2014,9,8.9,99.8,1136.8,0.3721,0,0.9,,0.91,234.71,0.56,0.67,0.64,0
12/04/2014,10,12.1,84.7,1192.4,0.595,0,1.7,,1.53,335.49,1.19,1.5,1.63,0
12/04/2014,11,13.8,57.6,906.4,0.6975,0,1.8,,1.58,322.94,1.17,1.46,1.6,0
12/04/2014,12,14.3,50.9,831.6,0.7231,0,2.7,,2.49,290.29,1.6,2.08,2.28,0
12/04/2014,13,14.6,48.7,806.5,0.5478,0,2.5,,2.25,290.82,1.36,1.81,2.02,0
12/04/2014,14,14.8,48.3,814.6,0.4532,0,2.6,,2.37,293.82,1.46,1.92,2.15,0
12/04/2014,15,15.1,49.0,838.3,0.3506,0,2.9,,2.63,277.06,1.46,1.95,2.21,0
12/04/2014,16,15.0,48.9,831.2,0.2266,0,2.8,,2.51,281.8,1.35,1.86,2.12,0
12/04/2014,17,14.9,49.9,845.3,0.1466,0,2.0,,1.78,264.37,0.77,1.12,1.32,0
12/04/2014,18,14.7,53.8,897.6,0.0643,0,1.4,,1.26,245.2,0.43,0.69,0.73,0
12/04/2014,19,14.3,57.0,929.7,0.0039,0,1.0,,1.39,217.47,0.34,0.59,0.73,0
12/04/2014,20,13.6,66.2,1030.4,-0.0013,0,0.8,,1.04,229.41,0.18,0.37,0.25,0
12/04/2014,21,13.4,58.1,892.9,-0.0014,0,2.4,,2,259.47,0.84,1.22,1.43,0
12/04/2014,22,12.6,58.7,856.4,-0.0033,0,1.7,,1.62,260.32,0.59,0.94,1.11,0
12/04/2014,23,11.3,66.5,888.1,-0.0039,0,1.5,,1.38,252.11,0.32,0.61,0.76,0
13/04/2014,0,10.3,76.0,949.6,-0.0035,0,1.1,,1.36,236.23,0.19,0.46,0.61,0
13/04/2014,1,8.9,85.1,967.3,-0.0036,0,1.1,,1.64,215.84,0.41,0.66,0.75,0
13/04/2014,2,7.7,94.1,988.2,-0.0031,0,1.2,,1.7,217.28,0.37,0.65,0.7,0
13/04/2014,3,7.3,99.1,1013.4,-0.0028,0,1.3,,1.74,219.77,0.26,0.59,0.8,0
13/04/2014,4,7.3,99.8,1023.4,-0.0007,0,1.3,,1.66,222.68,0.38,0.66,0.87,0
13/04/2014,5,8.1,99.8,1075.1,-0.0062,0,1.6,,1.9,222.83,0.79,1.03,1.22,0
13/04/2014,6,8.4,99.8,1102.4,0.0118,0,1.4,,1.73,219.94,0.74,0.92,1.07,0
13/04/2014,7,8.9,99.8,1139.9,-0.0154,0,1.6,,1.95,220.36,0.88,1.1,1.27,0
13/04/2014,8,9.8,99.4,1201.8,0.0866,0,1.5,,1.57,230.08,0.85,1,1.11,0
13/04/2014,9,11.0,92.9,1215.1,0.2559,0,2.4,,2.03,267.74,1.08,1.46,1.63,0
13/04/2014,10,12.2,80.3,1142.4,0.3593,0,2.9,,2.51,279.63,1.42,1.92,2.19,0
13/04/2014,11,13.0,71.5,1068.3,0.4415,0,3.6,,3.04,290.89,1.76,2.4,2.72,0
13/04/2014,12,13.4,65.2,1002.4,0.4548,0,4.2,,3.62,281.11,1.98,2.72,3.1,0
13/04/2014,13,13.7,59.4,929.7,0.3398,0,3.9,,3.34,278.85,1.8,2.49,2.86,0
13/04/2014,14,14.4,51.0,835.6,0.5758,0,4.0,,3.5,278.32,1.96,2.6,2.98,0
13/04/2014,15,14.3,49.9,813.3,0.4125,0,4.2,,3.71,283.07,2.08,2.8,3.15,0
13/04/2014,16,14.7,47.3,791.5,0.443,0,4.5,,3.71,278,1.99,2.74,3.11,0
13/04/2014,17,14.2,49.1,797.3,0.2582,0,4.3,,3.74,288.82,2.06,2.83,3.24,0
13/04/2014,18,13.2,52.8,804.0,0.1106,0,3.5,,3.32,299.64,1.78,2.51,2.88,0
13/04/2014,19,11.7,58.9,810.3,0.0108,0,2.3,,2.02,289.7,0.88,1.36,1.63,0
13/04/2014,20,10.5,68.8,868.2,-0.0037,0,0.8,,1.01,249.2,0.14,0.32,0.32,0
13/04/2014,21,8.4,86.1,949.1,-0.0034,0,0.4,,0.79,201.92,0.04,0.18,0.02,0
13/04/2014,22,6.8,95.7,946.7,-0.003,0,0.6,,0.96,216.04,0.08,0.24,0.1,0
13/04/2014,23,6.0,99.7,930.1,-0.0029,0,0.9,,1.29,225.42,0.07,0.43,0.46,0
14/04/2014,0,6.7,98.2,964.3,-0.0025,0,1.3,,1.76,221.05,0.34,0.71,0.94,0
14/04/2014,1,7.8,97.9,1036.4,-0.0027,0,1.6,,1.91,224.64,0.65,0.94,1.13,0
14/04/2014,2,8.8,97.7,1109.9,-0.0014,0,2.2,,1.93,241.18,0.75,1.07,1.31,0
14/04/2014,3,8.9,99.0,1126.3,-0.0261,0,2.1,,1.92,244.54,0.72,1.01,1.23,0
14/04/2014,4,8.2,99.8,1088.3,-0.04,0,1.7,,1.65,233.51,0.63,0.85,1.02,0
14/04/2014,5,8.3,98.8,1085.7,-0.0277,0,2.2,,1.99,253.59,0.85,1.19,1.44,0
14/04/2014,6,8.9,95.8,1092.2,0.0014,0,2.9,,2.57,274.12,1.31,1.84,2.14,0
14/04/2014,7,9.6,83.9,999.6,0.1562,0,3.7,,3.59,291.94,1.88,2.63,3.04,0
14/04/2014,8,10.3,75.9,949.7,0.2981,0,5.0,,4.58,296.86,2.61,3.57,4.03,0
14/04/2014,9,11.1,63.2,832.8,0.5241,0,5.5,,5.06,298.59,2.86,3.95,4.46,0
14/04/2014,10,11.5,59.5,808.0,0.5301,0,5.3,,4.76,300.54,2.75,3.73,4.19,0
14/04/2014,11,12.0,56.2,788.0,0.5989,0,5.1,,4.92,301.95,2.84,3.88,4.38,0
14/04/2014,12,12.1,56.4,795.1,0.4728,0,5.2,,4.97,305.87,2.9,3.98,4.47,0
14/04/2014,13,12.4,56.2,806.4,0.6292,0,5.4,,5.16,298.47,2.97,4.06,4.61,0
14/04/2014,14,12.3,53.5,763.0,0.4705,0,5.6,,5.42,318.3,3.26,4.4,4.95,0
14/04/2014,15,11.8,50.4,697.7,0.4233,0,6.0,,5.97,320.66,3.72,4.94,5.51,0
14/04/2014,16,11.6,51.8,706.0,0.3672,0,5.6,,5.7,320.11,3.48,4.69,5.24,0
14/04/2014,17,11.2,52.5,700.3,0.3162,0,5.1,,5.26,318.97,3.17,4.24,4.77,0
14/04/2014,18,10.6,54.8,701.9,0.1599,0,4.9,,4.86,316.3,2.91,3.98,4.46,0
14/04/2014,19,9.7,63.0,757.8,0.0161,0,3.1,,3.18,322.27,1.91,2.64,2.97,0
14/04/2014,20,8.7,64.5,726.4,-0.0035,0,2.4,,2.63,325.6,1.58,2.19,2.45,0
14/04/2014,21,8.4,73.4,806.2,-0.0019,0,2.6,,2.54,351.95,1.55,2.06,2.37,0
14/04/2014,22,7.7,85.4,899.1,-0.0031,0,1.9,,2.08,328,1.14,1.64,1.9,0
14/04/2014,23,7.1,88.6,891.0,-0.0033,0,1.7,,1.6,313.78,0.74,1.17,1.4,0
15/04/2014,0,6.0,94.6,885.9,-0.0031,0,0.8,,0.94,261.46,0.12,0.32,0.29,0
15/04/2014,1,5.6,96.9,882.2,-0.0019,0,1.2,,1.42,288.22,0.57,0.9,0.97,0
15/04/2014,2,5.5,95.4,861.8,-0.0032,0,0.9,,1.04,274.15,0.24,0.51,0.52,0
15/04/2014,3,4.6,99.4,842.9,-0.0024,0,0.5,,0.73,246.9,0.1,0.15,0.15,0
15/04/2014,4,4.5,98.0,827.1,-0.0034,0,0.6,,0.78,226.52,0.28,0.33,0.32,0
15/04/2014,5,2.8,99.9,747.4,-0.0008,0,0.7,,1.06,206.84,0.28,0.43,0.32,0
15/04/2014,6,3.0,99.9,757.2,0.046,0,0.5,,1,193.9,0.23,0.32,0.15,0
15/04/2014,7,5.7,93.8,858.4,0.1995,0,1.6,,1.52,283.63,0.79,1.09,1.22,0
15/04/2014,8,7.7,79.5,836.0,0.3736,0,2.5,,2.49,343.8,1.6,2.08,2.35,0
15/04/2014,9,8.4,70.1,773.7,0.3532,0,3.4,,3.24,2.09,2.14,2.7,3.09,0
15/04/2014,10,9.0,66.7,766.9,0.4233,0,3.3,,3.26,353.43,2.14,2.69,3.04,0
15/04/2014,11,9.7,62.8,754.8,0.4271,0,3.5,,3.39,359.52,2.27,2.82,3.16,0
15/04/2014,12,10.0,59.0,726.8,0.4394,0,3.0,,3.15,339.85,2.09,2.68,2.98,0
15/04/2014,13,10.4,54.7,691.5,0.4313,0,2.9,,2.85,4.91,1.98,2.44,2.75,0
15/04/2014,14,10.9,50.4,657.7,0.5419,0,3.4,,3.3,1.56,2.33,2.8,3.14,0
15/04/2014,15,11.1,48.8,647.0,0.4762,0,3.1,,2.97,350.15,2.14,2.73,3.06,0
15/04/2014,16,11.3,47.0,631.1,0.4482,0,3.3,,3.19,353.93,2.26,2.76,3.06,0
15/04/2014,17,11.3,47.3,634.2,0.2856,0,3.0,,2.91,354.28,2.01,2.51,2.8,0
15/04/2014,18,10.7,50.6,651.8,0.1295,0,2.8,,2.74,0.36,1.79,2.23,2.52,0
15/04/2014,19,9.7,55.6,667.7,0.013,0,2.1,,2.02,11.14,1.17,1.53,1.81,0
15/04/2014,20,8.7,59.9,673.1,-0.0032,0,1.1,,1.16,26.4,0.44,0.68,0.81,0
15/04/2014,21,7.9,63.9,678.8,-0.0029,0,0.9,,0.83,26.19,0.27,0.53,0.62,0
15/04/2014,22,7.1,69.1,698.7,-0.0024,0,1.0,,0.89,22.48,0.28,0.55,0.7,0
15/04/2014,23,6.1,80.2,756.4,-0.0027,0,0.6,,0.69,351.99,0.1,0.25,0.22,0
16/04/2014,0,4.7,90.6,772.7,-0.0025,0,0.2,,0.29,62.08,0.04,0.08,0.04,0
16/04/2014,1,3.9,95.1,768.0,-0.0019,0,0.2,,0.4,278.7,0.01,0.06,0.03,0
16/04/2014,2,3.6,96.3,759.6,-0.0017,0,0.2,,0.48,134.05,0.01,0.05,0.04,0
16/04/2014,3,2.0,99.9,705.2,-0.0023,0,0.2,,0.64,191.25,0.01,0.07,0.05,0
16/04/2014,4,1.2,99.9,665.5,-0.0024,0,0.2,,0.59,199.97,0.01,0,0.02,0
16/04/2014,5,0.9,99.9,652.9,0.0009,0,0.2,,0.59,151.36,0,0.03,0.01,0
16/04/2014,6,1.7,99.9,690.6,0.0495,0,0.4,,0.73,144,0.04,0.16,0.19,0
16/04/2014,7,4.3,93.3,773.4,0.1891,0,1.5,,1.9,100.93,0.95,1.11,1.32,0
16/04/2014,8,6.4,83.1,796.7,0.3637,0,1.8,,2.05,107.57,1.05,1.23,1.44,0
16/04/2014,9,8.5,69.7,771.3,0.5151,0,2.4,,2.68,115.19,1.51,1.76,2.01,0
16/04/2014,10,9.9,53.4,650.3,0.639,0,2.5,,2.71,116.33,1.56,1.82,2.08,0
16/04/2014,11,11.1,47.3,622.5,0.7298,0,2.1,,2.14,103.87,1.33,1.53,1.73,0
16/04/2014,12,12.3,42.4,605.4,0.7723,0,2.6,,2.59,125.57,1.52,1.8,2.03,0
16/04/2014,13,13.3,39.2,598.5,0.7663,0,2.4,,2.63,116.57,1.55,1.81,2.05,0
16/04/2014,14,14.3,36.3,589.3,0.702,0,2.1,,2.3,129.6,1.38,1.62,1.81,0
16/04/2014,15,14.8,35.5,596.9,0.5946,0,2.4,,2.62,108.27,1.56,1.86,2.09,0
16/04/2014,16,15.1,35.8,613.2,0.4503,0,2.3,,2.49,112.36,1.52,1.73,1.97,0
16/04/2014,17,15.4,36.9,646.3,0.2867,0,2.1,,2.39,119.52,1.35,1.56,1.76,0
16/04/2014,18,15.3,37.9,658.8,0.1271,0,1.8,,2.04,100.18,1.13,1.3,1.5,0
16/04/2014,19,14.3,41.4,672.0,0.0133,0,0.8,,1.2,106.33,0.45,0.63,0.7,0
16/04/2014,20,11.4,53.5,721.3,-0.0034,0,0.4,,0.8,142.35,0.18,0.25,0.02,0
16/04/2014,21,9.2,67.4,783.3,-0.0027,0,0.2,,0.63,178.76,0.02,0.02,0.01,0
16/04/2014,22,7.3,86.7,882.5,-0.0026,0,0.2,,0.63,196.34,0.03,0.05,0.02,0
16/04/2014,23,5.9,97.7,909.6,-0.0024,0,0.2,,0.67,205.41,0.03,0.08,0,0
17/04/2014,0,5.0,99.7,868.7,-0.0027,0,0.5,,0.91,222.78,0.03,0.12,0,0
17/04/2014,1,4.4,99.8,835.3,-0.0022,0,0.1,,0.62,205.93,0,0.05,0,0
17/04/2014,2,3.6,99.9,789.1,-0.0021,0,0.2,,0.61,197.89,0,0.03,0,0
17/04/2014,3,3.1,99.9,759.7,-0.0022,0,0.3,,0.64,199.72,0,0,0,0
17/04/2014,4,2.4,99.9,726.0,-0.0024,0,0.4,,0.79,218.83,0.04,0.18,0,0
17/04/2014,5,2.0,99.9,702.8,-0.0003,0,0.4,,0.72,220.44,0.03,0.06,0,0
17/04/2014,6,2.0,99.9,703.4,0.0513,0,0.4,,0.78,216.52,0.04,0.18,0.06,0
17/04/2014,7,4.9,95.7,830.5,0.2175,0,0.4,,0.61,226.24,0.15,0.26,0.22,0
17/04/2014,8,9.5,72.0,846.4,0.3931,0,1.3,,1.41,235.74,0.77,0.96,1.04,0
17/04/2014,9,12.9,44.4,659.0,0.4942,0,2.8,,2.96,216.62,1.83,2.14,2.33,0
17/04/2014,10,14.0,39.2,627.9,0.5466,0,2.9,,2.93,223.47,1.79,2.09,2.29,0
17/04/2014,11,14.8,36.9,621.4,0.5668,0,2.5,,2.33,230.98,1.36,1.65,1.84,0
17/04/2014,12,16.0,34.0,617.8,0.7845,0,2.3,,2.27,229.25,1.41,1.64,1.81,0
17/04/2014,13,16.7,31.6,601.0,0.769,0,3.0,,2.94,229.32,1.72,2.08,2.31,0
17/04/2014,14,17.5,29.6,592.1,0.7093,0,3.2,,3.1,221.2,1.98,2.3,2.52,0
17/04/2014,15,18.4,29.2,616.4,0.6051,0,3.0,,2.95,219.28,1.79,2.1,2.32,0
17/04/2014,16,17.8,29.4,599.0,0.2407,0,3.1,,2.88,241.3,1.61,2.01,2.26,0
17/04/2014,17,17.2,35.0,685.4,0.1038,0,2.5,,2.23,236.14,1.04,1.35,1.56,0
17/04/2014,18,16.8,38.2,729.3,0.04,0,1.6,,1.57,232.56,0.56,0.82,0.94,0
17/04/2014,19,16.3,40.8,753.0,0.0026,0,1.7,,1.76,236.23,0.57,0.89,1.08,0
17/04/2014,20,15.5,46.8,821.6,-0.002,0,3.1,,3.04,306.78,1.69,2.39,2.7,0
17/04/2014,21,13.9,59.0,932.2,-0.0015,0,3.3,,3.45,312.16,1.97,2.74,3.11,0
17/04/2014,22,11.4,95.7,1286.9,-0.0016,0,2.2,,2.03,298.13,1.12,1.58,1.78,0.5
17/04/2014,23,10.4,99.8,1258.2,0.0003,0,3.0,,2.7,329.85,1.79,2.31,2.59,0.1
18/04/2014,0,9.3,99.8,1168.6,-0.0005,0,2.2,,2,317.41,1.24,1.7,1.91,0.1
18/04/2014,1,9.0,99.8,1148.4,0.0001,0,0.8,,0.95,223.73,0.23,0.37,0.28,0
18/04/2014,2,9.1,99.8,1156.6,0.0006,0,1.1,,1.13,259.34,0.4,0.64,0.7,0
18/04/2014,3,9.0,99.8,1144.0,-0.0026,0,1.5,,1.45,304.15,0.61,0.99,1.21,0
18/04/2014,4,8.0,99.8,1070.9,-0.003,0,0.8,,0.77,286.87,0.06,0.32,0.29,0
18/04/2014,5,7.3,99.7,1018.4,-0.0001,0,1.0,,0.98,302.95,0.24,0.57,0.76,0
18/04/2014,6,7.2,98.3,999.9,0.0582,0,1.0,,1.06,284.45,0.35,0.64,0.82,0
18/04/2014,7,8.4,89.7,986.5,0.1786,0,2.3,,2.24,327.94,1.48,1.95,2.19,0
18/04/2014,8,9.1,83.3,961.5,0.2617,0,3.8,,3.7,355.05,2.5,3.08,3.5,0
18/04/2014,9,9.5,75.4,892.4,0.3973,0,3.8,,3.62,348.83,2.44,3.07,3.46,0
18/04/2014,10,10.3,67.6,847.1,0.5057,0,3.7,,3.65,338.91,2.42,3.07,3.45,0
18/04/2014,11,10.8,58.7,760.2,0.4511,0,3.7,,3.7,347.72,2.48,3.13,3.52,0
18/04/2014,12,11.0,55.6,728.3,0.4594,0,3.8,,3.64,344.67,2.5,3.13,3.49,0
18/04/2014,13,11.6,52.2,714.1,0.5252,0,3.7,,3.6,347.77,2.44,3.05,3.43,0
18/04/2014,14,12.3,47.5,677.3,0.635,0,4.4,,4.28,338.64,2.9,3.68,4.07,0
18/04/2014,15,12.4,46.0,661.5,0.4882,0,4.0,,3.83,340.22,2.62,3.29,3.64,0
18/04/2014,16,12.4,49.9,716.4,0.4101,0,4.0,,3.92,329.39,2.67,3.44,3.79,0
18/04/2014,17,11.4,57.6,775.9,0.2133,0,3.8,,3.75,346.94,2.46,3.12,3.51,0
18/04/2014,18,10.9,64.8,845.0,0.1292,0,2.7,,2.8,319.3,1.7,2.32,2.59,0
18/04/2014,19,10.6,67.1,856.9,0.011,0,3.5,,3.41,351.93,2.22,2.82,3.04,0
18/04/2014,20,9.4,72.1,849.0,-0.0024,0,3.3,,3.16,6.66,2.01,2.5,2.72,0
18/04/2014,21,8.4,78.8,867.9,-0.0035,0,2.3,,2.13,359.57,1.4,1.77,1.34,0
18/04/2014,22,8.0,80.6,863.4,-0.0007,0,1.8,,1.65,350.86,1.11,1.45,0.59,0
18/04/2014,23,8.3,78.4,859.8,-0.0007,0,2.0,,1.92,341.44,1.24,1.65,0.87,0
19/04/2014,0,8.0,84.0,899.6,-0.002,0,2.2,,2.05,9.91,1.25,1.6,1.18,0
19/04/2014,1,7.0,90.8,911.0,-0.0025,0,1.4,,1.33,19.5,0.72,0.99,0.37,0
19/04/2014,2,6.9,93.4,930.1,-0.0009,0,1.7,,1.71,10.62,1.03,1.33,0.65,0
19/04/2014,3,6.3,96.2,920.4,-0.0032,0,1.2,,1.15,23.28,0.63,0.84,0.22,0
19/04/2014,4,5.2,99.6,880.4,-0.0017,0,0.4,,0.58,212.73,0.11,0.22,0,0
19/04/2014,5,5.3,99.8,891.2,0.0028,0,0.6,,0.66,99.56,0.26,0.39,0.11,0
19/04/2014,6,6.1,99.4,938.8,0.0595,0,1.1,,1.25,88.12,0.61,0.75,0.25,0
19/04/2014,7,6.5,99.3,961.3,0.1469,0,1.9,,2.09,87.23,1.16,1.33,0.88,0
19/04/2014,8,7.6,92.9,971.7,0.362,0,2.6,,2.84,96.6,1.55,1.85,1.58,0
19/04/2014,9,8.9,81.7,932.7,0.5471,0,2.9,,3.18,91.07,1.81,2.12,2.4,0
19/04/2014,10,10.1,76.1,939.6,0.5333,0,3.3,,3.51,88.18,2.22,2.49,2.81,0
19/04/2014,11,11.1,71.8,951.3,0.6224,0,3.0,,3.11,79.55,2,2.25,2.54,0
19/04/2014,12,12.6,61.5,893.6,0.4531,0,2.5,,2.57,65.91,1.62,1.9,2.15,0
