Uccle
 50.8          4.35          105           1            Azimuth = 0   Elevation = 90

 m; dy; h; Ta; RH;G_Gh; FF; DD;RR;G_Gk;N
 1; 1; 1;10.5;83;0;2.5;263;1.1;0;8
 1; 1; 2;10.5;72;0;2.1;252;0.0;0;8
 1; 1; 3;10.3;78;0;1.8;249;0.1;0;8
 1; 1; 4;10.2;70;0;2.1;265;0.0;0;8
 1; 1; 5;10.1;69;0;2.0;263;0.0;0;8
 1; 1; 6;10.0;71;0;2.4;252;0.0;0;8
 1; 1; 7;9.9;70;0;2.0;276;0.0;0;8
 1; 1; 8;9.8;69;0;2.6;237;0.0;0;8
 1; 1; 9;9.8;71;0;2.4;259;0.0;0;8
 1; 1; 10;10.2;69;23;3.8;298;0.0;13;8
 1; 1; 11;10.8;62;58;3.2;230;0.0;39;8
 1; 1; 12;11.3;60;89;3.2;271;0.0;65;8
 1; 1; 13;11.8;59;112;3.6;280;0.0;92;8
 1; 1; 14;12.0;57;104;4.0;193;0.0;83;8
 1; 1; 15;12.1;57;78;3.4;235;0.0;57;8
 1; 1; 16;11.9;60;42;4.8;266;0.0;27;8
 1; 1; 17;11.5;78;2;3.6;126;0.3;0;8
 1; 1; 18;11.2;78;0;4.0;245;0.0;0;7
 1; 1; 19;10.9;78;0;3.4;232;0.0;0;7
 1; 1; 20;10.5;78;0;3.4;281;0.0;0;7
 1; 1; 21;10.2;78;0;3.6;294;0.0;0;7
 1; 1; 22;9.9;78;0;2.7;255;0.0;0;7
 1; 1; 23;9.5;78;0;2.2;265;0.0;0;6
 1; 1; 24;9.2;78;0;2.0;216;0.0;0;6
 1; 2; 1;8.6;78;0;2.1;247;0.0;0;6
 1; 2; 2;7.9;78;0;3.4;220;0.0;0;6
 1; 2; 3;7.2;78;0;4.6;280;0.0;0;6
 1; 2; 4;6.8;67;0;4.0;200;0.0;0;5
 1; 2; 5;6.4;69;0;5.0;232;0.0;0;5
 1; 2; 6;6.0;71;0;4.0;80;0.0;0;5
 1; 2; 7;5.7;71;0;4.6;232;0.0;0;5
 1; 2; 8;5.4;69;0;3.0;209;0.0;0;5
 1; 2; 9;5.4;67;0;3.4;264;0.0;0;4
 1; 2; 10;5.9;71;43;3.0;271;0.0;215;4
 1; 2; 11;6.6;69;110;3.4;237;0.0;351;4
 1; 2; 12;7.4;68;172;2.7;301;0.0;494;4
 1; 2; 13;7.9;66;187;3.8;266;0.0;484;5
 1; 2; 14;8.1;65;161;4.0;286;0.0;290;7
 1; 2; 15;8.0;68;119;3.0;240;0.0;219;7
 1; 2; 16;7.7;71;64;3.8;247;0.0;126;7
 1; 2; 17;7.0;75;2;3.2;246;0.0;0;7
 1; 2; 18;6.8;81;0;3.6;276;0.0;0;7
 1; 2; 19;6.5;75;0;2.5;287;0.0;0;7
 1; 2; 20;6.2;78;0;2.1;258;0.0;0;7
 1; 2; 21;6.0;87;0;1.7;243;0.0;0;7
 1; 2; 22;5.7;93;0;1.4;245;0.0;0;7
 1; 2; 23;5.4;90;0;1.0;222;0.0;0;7
 1; 2; 24;5.1;95;0;0.6;278;0.0;0;6
 1; 3; 1;5.1;98;0;0.5;299;0.0;0;6
 1; 3; 2;5.2;98;0;0.4;305;0.0;0;6
 1; 3; 3;5.3;93;0;0.7;302;0.0;0;6
 1; 3; 4;5.4;93;0;0.5;306;0.0;0;6
 1; 3; 5;5.5;93;0;0.5;309;0.0;0;6
 1; 3; 6;5.5;93;0;0.4;306;0.0;0;6
 1; 3; 7;5.6;100;0;0.6;308;0.0;0;6
 1; 3; 8;5.7;100;0;0.8;255;0.0;0;6
 1; 3; 9;5.8;100;0;0.9;261;0.0;0;6
 1; 3; 10;6.9;92;46;1.0;237;0.0;168;6
 1; 3; 11;7.9;80;91;1.7;238;0.0;181;6
 1; 3; 12;9.3;73;161;1.7;250;0.0;388;5
 1; 3; 13;10.6;68;219;2.1;270;0.0;663;1
 1; 3; 14;11.4;67;203;1.8;239;0.0;565;4
 1; 3; 15;12.1;63;213;1.4;280;0.0;675;3
 1; 3; 16;11.8;60;95;1.7;249;0.0;340;3
 1; 3; 17;10.9;64;6;2.6;277;0.0;0;3
 1; 3; 18;10.5;67;0;4.0;249;0.0;0;3
 1; 3; 19;10.1;71;0;4.0;75;0.0;0;4
 1; 3; 20;9.7;71;0;3.0;67;0.0;0;4
 1; 3; 21;9.3;75;0;3.0;239;0.0;0;4
 1; 3; 22;8.9;78;0;3.6;223;0.0;0;4
 1; 3; 23;8.5;80;0;3.4;220;0.0;0;5
 1; 3; 24;8.2;82;0;3.4;205;0.0;0;5
 1; 4; 1;7.5;78;0;3.4;233;0.0;0;5
 1; 4; 2;6.7;80;0;3.4;240;0.0;0;5
 1; 4; 3;6.0;79;0;4.0;212;0.0;0;6
 1; 4; 4;5.6;81;0;4.6;198;0.0;0;6
 1; 4; 5;5.2;86;0;5.7;77;0.0;0;6
 1; 4; 6;4.8;86;0;4.3;65;0.0;0;6
 1; 4; 7;4.4;87;0;3.2;213;0.0;0;7
 1; 4; 8;4.1;87;0;2.7;281;0.0;0;7
 1; 4; 9;4.1;87;0;2.9;273;0.0;0;7
 1; 4; 10;4.3;92;33;2.4;261;0.0;77;7
 1; 4; 11;4.6;90;76;2.6;274;0.0;97;8
 1; 4; 12;4.9;87;109;2.2;261;0.0;102;8
 1; 4; 13;5.1;88;117;3.0;262;0.0;100;8
 1; 4; 14;5.2;89;122;2.2;303;0.0;113;8
 1; 4; 15;5.2;86;99;1.9;257;0.0;118;8
 1; 4; 16;5.0;87;55;1.8;269;0.0;70;8
 1; 4; 17;4.6;84;2;2.0;267;0.0;0;8
 1; 4; 18;4.3;91;0;2.4;227;0.0;0;8
 1; 4; 19;4.1;99;0;2.5;265;0.0;0;8
 1; 4; 20;3.8;98;0;2.7;245;0.0;0;8
 1; 4; 21;3.5;100;0;2.1;259;0.0;0;8
 1; 4; 22;3.3;100;0;2.6;272;0.1;0;8
 1; 4; 23;3.0;100;0;2.5;277;0.0;0;8
 1; 4; 24;2.6;96;0;2.5;256;0.7;0;8
 1; 5; 1;2.8;96;0;3.8;244;0.3;0;8
 1; 5; 2;2.8;95;0;4.6;219;0.5;0;8
 1; 5; 3;2.9;95;0;3.8;52;0.8;0;8
 1; 5; 4;2.6;97;0;3.2;231;2.2;0;8
 1; 5; 5;3.1;91;0;4.8;285;0.2;0;8
 1; 5; 6;3.2;97;0;4.0;133;0.1;0;8
 1; 5; 7;3.3;97;0;4.8;235;0.0;0;8
 1; 5; 8;3.3;95;0;3.6;136;0.0;0;8
 1; 5; 9;3.3;91;0;3.4;277;0.1;0;8
 1; 5; 10;3.6;93;8;2.9;280;0.0;0;8
 1; 5; 11;3.9;87;22;2.5;265;0.0;7;8
 1; 5; 12;4.3;86;36;2.4;245;0.0;15;8
 1; 5; 13;4.6;76;42;2.2;257;0.0;18;8
 1; 5; 14;4.8;77;42;2.9;264;0.0;19;8
 1; 5; 15;4.8;75;31;2.7;259;0.0;12;8
 1; 5; 16;4.8;75;19;2.7;273;0.0;6;8
 1; 5; 17;4.6;72;2;3.6;281;0.0;0;8
 1; 5; 18;4.5;68;0;4.6;236;0.0;0;7
 1; 5; 19;4.4;66;0;4.6;208;0.0;0;7
 1; 5; 20;4.3;66;0;3.0;207;0.0;0;7
 1; 5; 21;4.2;68;0;4.3;254;0.0;0;7
 1; 5; 22;4.1;67;0;4.6;239;0.0;0;6
 1; 5; 23;4.0;64;0;4.0;215;0.0;0;6
 1; 5; 24;3.9;64;0;4.3;213;0.0;0;6
 1; 6; 1;3.3;59;0;5.7;228;0.0;0;6
 1; 6; 2;2.6;58;0;6.1;60;0.0;0;5
 1; 6; 3;1.9;58;0;6.1;91;0.0;0;5
 1; 6; 4;1.6;59;0;5.9;94;0.0;0;5
 1; 6; 5;1.2;62;0;5.7;73;0.0;0;5
 1; 6; 6;0.8;59;0;5.4;57;0.0;0;4
 1; 6; 7;0.5;61;0;5.7;169;0.0;0;4
 1; 6; 8;0.2;60;0;5.7;93;0.0;0;4
 1; 6; 9;0.1;68;0;5.2;54;0.0;0;4
 1; 6; 10;0.8;66;47;4.0;205;0.0;203;3
 1; 6; 11;1.6;63;118;4.3;304;0.0;388;3
 1; 6; 12;2.5;59;183;5.0;306;0.0;537;3
 1; 6; 13;3.1;61;209;6.1;249;0.0;546;4
 1; 6; 14;3.5;68;202;6.6;75;0.0;563;3
 1; 6; 15;3.5;67;139;6.8;91;0.0;344;5
 1; 6; 16;3.0;67;72;6.3;73;0.0;183;7
 1; 6; 17;2.3;71;2;4.8;64;0.0;0;7
 1; 6; 18;2.2;69;0;2.9;255;0.0;0;7
 1; 6; 19;2.0;71;0;2.9;266;0.0;0;7
 1; 6; 20;1.9;74;0;2.2;260;0.0;0;7
 1; 6; 21;1.8;76;0;2.5;258;0.0;0;7
 1; 6; 22;1.7;79;0;1.8;254;0.0;0;7
 1; 6; 23;1.6;76;0;1.8;243;0.0;0;7
 1; 6; 24;1.4;75;0;1.4;255;0.0;0;7
 1; 7; 1;1.6;72;0;1.4;256;0.0;0;7
 1; 7; 2;1.9;75;0;1.0;259;0.0;0;7
 1; 7; 3;2.1;76;0;1.1;264;0.0;0;7
 1; 7; 4;2.0;83;0;1.3;288;1.5;0;8
 1; 7; 5;1.8;88;0;1.4;228;3.2;0;8
 1; 7; 6;2.6;89;0;1.2;256;0.1;0;8
 1; 7; 7;2.7;89;0;0.9;263;0.0;0;8
 1; 7; 8;2.8;87;0;1.2;257;0.0;0;8
 1; 7; 9;2.8;89;0;1.1;225;0.0;0;8
 1; 7; 10;3.1;88;7;1.1;247;0.0;0;8
 1; 7; 11;3.5;87;18;1.2;227;0.1;5;8
 1; 7; 12;3.9;87;27;1.4;273;0.0;10;8
 1; 7; 13;4.2;86;29;1.0;237;0.0;11;8
 1; 7; 14;4.4;79;30;1.5;235;0.0;12;8
 1; 7; 15;4.5;79;24;1.6;266;0.1;8;8
 1; 7; 16;4.4;82;14;1.2;245;0.3;3;8
 1; 7; 17;4.2;83;2;1.4;260;0.4;0;8
 1; 7; 18;4.2;87;0;1.6;257;0.2;0;8
 1; 7; 19;4.1;93;0;1.9;236;0.7;0;8
 1; 7; 20;4.1;90;0;2.1;267;0.6;0;8
 1; 7; 21;4.0;87;0;2.0;268;1.0;0;8
 1; 7; 22;4.1;85;0;2.2;242;0.3;0;8
 1; 7; 23;4.1;84;0;2.2;262;0.1;0;8
 1; 7; 24;4.0;83;0;2.2;275;0.2;0;8
 1; 8; 1;3.5;82;0;1.9;285;0.3;0;8
 1; 8; 2;2.7;89;0;2.0;235;1.3;0;8
 1; 8; 3;2.4;84;0;2.2;279;0.1;0;8
 1; 8; 4;2.1;87;0;1.7;264;0.0;0;8
 1; 8; 5;1.8;94;0;1.3;236;0.0;0;8
 1; 8; 6;1.5;94;0;0.8;249;0.0;0;8
 1; 8; 7;1.3;97;0;0.5;258;0.0;0;8
 1; 8; 8;1.1;97;0;0.7;302;0.0;0;8
 1; 8; 9;1.0;94;0;0.9;259;0.0;0;8
 1; 8; 10;1.1;94;11;1.2;223;0.0;1;8
 1; 8; 11;1.2;88;24;1.9;241;0.0;8;8
 1; 8; 12;1.3;90;29;2.4;238;0.0;11;8
 1; 8; 13;1.3;92;24;3.0;265;0.0;9;8
 1; 8; 14;2.0;88;195;4.0;208;0.0;433;6
 1; 8; 15;2.3;82;157;3.2;71;0.0;430;5
 1; 8; 16;2.4;79;91;2.1;239;0.0;256;6
 1; 8; 17;2.1;80;10;3.0;242;0.0;1;6
 1; 8; 18;1.7;82;0;3.4;234;0.0;0;6
 1; 8; 19;1.3;80;0;3.0;215;0.0;0;6
 1; 8; 20;0.9;81;0;2.7;212;0.0;0;6
 1; 8; 21;0.5;85;0;3.0;293;0.0;0;5
 1; 8; 22;0.1;89;0;4.6;266;0.0;0;5
 1; 8; 23;-0.3;95;0;4.8;71;0.0;0;5
 1; 8; 24;-0.7;97;0;5.7;70;0.0;0;5
 1; 9; 1;-0.9;100;0;4.6;63;0.0;0;5
 1; 9; 2;-1.2;100;0;5.2;166;0.0;0;5
 1; 9; 3;-1.4;100;0;5.4;88;0.0;0;5
 1; 9; 4;-1.5;100;0;5.2;80;0.0;0;5
 1; 9; 5;-1.6;98;0;4.8;55;0.0;0;4
 1; 9; 6;-1.7;95;0;4.0;189;0.0;0;4
 1; 9; 7;-1.8;99;0;5.0;233;0.0;0;4
 1; 9; 8;-1.9;100;0;5.0;121;0.0;0;4
 1; 9; 9;-1.9;100;1;3.8;210;0.0;0;4
 1; 9; 10;-1.0;91;49;4.8;240;0.0;211;4
 1; 9; 11;0.2;88;122;5.0;210;0.0;351;4
 1; 9; 12;2.0;75;248;5.2;196;0.0;692;4
 1; 9; 13;2.9;69;221;4.3;196;0.0;545;5
 1; 9; 14;2.6;68;99;3.6;266;0.0;68;8
 1; 9; 15;2.6;66;125;3.8;263;0.0;222;7
 1; 9; 16;2.3;74;87;3.4;279;0.0;223;7
 1; 9; 17;1.5;78;9;3.4;240;0.0;1;7
 1; 9; 18;1.3;76;0;5.0;245;0.0;0;7
 1; 9; 19;1.2;82;0;5.7;198;0.0;0;7
 1; 9; 20;1.0;81;0;5.2;63;0.0;0;7
 1; 9; 21;0.8;88;0;5.2;182;0.0;0;7
 1; 9; 22;0.6;92;0;5.0;211;0.0;0;7
 1; 9; 23;0.4;93;0;4.0;226;0.0;0;7
 1; 9; 24;0.3;92;0;4.3;264;0.0;0;7
 1; 10; 1;0.1;92;0;4.0;258;0.0;0;7
 1; 10; 2;-0.1;93;0;5.4;261;0.0;0;7
 1; 10; 3;-0.3;97;0;4.3;84;0.0;0;7
 1; 10; 4;-0.3;100;0;3.6;267;0.0;0;7
 1; 10; 5;-0.4;100;0;4.0;281;0.0;0;7
 1; 10; 6;-0.5;96;0;4.6;274;0.0;0;7
 1; 10; 7;-0.6;93;0;4.0;237;0.0;0;7
 1; 10; 8;-0.6;89;0;3.6;267;0.0;0;7
 1; 10; 9;-0.6;91;0;3.8;246;0.0;0;7
 1; 10; 10;0.0;93;35;5.4;281;0.0;54;7
 1; 10; 11;1.0;92;89;6.6;60;0.0;130;8
 1; 10; 12;1.9;84;138;6.1;87;0.0;223;8
 1; 10; 13;2.6;84;156;6.8;70;0.0;207;8
 1; 10; 14;3.0;81;146;7.6;84;0.0;195;8
 1; 10; 15;3.1;80;112;8.8;52;0.0;146;8
 1; 10; 16;2.8;83;59;8.8;356;0.0;106;8
 1; 10; 17;2.1;90;3;8.0;358;0.0;0;8
 1; 10; 18;2.0;89;0;11.6;355;0.0;0;8
 1; 10; 19;1.9;91;0;10.8;348;0.0;0;8
 1; 10; 20;1.7;96;0;9.6;353;0.4;0;8
 1; 10; 21;1.6;97;0;7.6;45;0.0;0;8
 1; 10; 22;1.5;97;0;5.9;83;0.0;0;8
 1; 10; 23;1.4;94;0;5.9;235;0.0;0;8
 1; 10; 24;1.3;89;0;6.4;213;0.0;0;8
 1; 11; 1;1.1;81;0;6.1;192;0.2;0;8
 1; 11; 2;0.9;83;0;5.9;233;0.8;0;8
 1; 11; 3;1.0;87;0;6.4;244;0.0;0;8
 1; 11; 4;1.0;89;0;5.7;190;0.0;0;8
 1; 11; 5;1.0;91;0;6.1;221;0.0;0;8
 1; 11; 6;1.0;97;0;6.8;206;0.0;0;8
 1; 11; 7;0.9;97;0;6.6;84;0.0;0;8
 1; 11; 8;0.9;97;0;6.3;65;0.0;0;8
 1; 11; 9;1.0;93;0;7.6;207;0.0;0;8
 1; 11; 10;1.6;93;31;7.6;61;0.0;25;8
 1; 11; 11;2.5;83;78;7.0;77;0.0;71;8
 1; 11; 12;3.3;78;114;6.3;86;0.0;102;8
 1; 11; 13;3.9;71;130;6.4;233;0.0;115;8
 1; 11; 14;4.4;67;135;4.3;168;0.0;161;8
 1; 11; 15;4.6;68;104;7.1;272;0.0;96;8
 1; 11; 16;4.3;71;53;7.6;92;0.0;36;8
 1; 11; 17;3.8;70;3;8.0;63;0.0;0;8
 1; 11; 18;3.4;69;0;9.6;54;0.0;0;7
 1; 11; 19;3.0;69;0;8.8;43;0.0;0;7
 1; 11; 20;2.7;69;0;8.0;27;0.0;0;7
 1; 11; 21;2.3;72;0;7.3;55;0.0;0;7
 1; 11; 22;1.9;73;0;7.3;87;0.0;0;6
 1; 11; 23;1.5;73;0;7.1;100;0.0;0;6
 1; 11; 24;1.2;74;0;8.0;68;0.0;0;6
 1; 12; 1;0.3;78;0;9.9;87;0.0;0;6
 1; 12; 2;-0.7;85;0;9.1;48;0.0;0;5
 1; 12; 3;-1.7;90;0;7.3;355;0.0;0;5
 1; 12; 4;-2.3;94;0;6.3;64;0.0;0;5
 1; 12; 5;-2.9;93;0;6.1;219;0.0;0;4
 1; 12; 6;-3.5;99;0;6.1;222;0.0;0;4
 1; 12; 7;-3.9;100;0;6.6;206;0.0;0;4
 1; 12; 8;-4.4;100;0;5.0;171;0.0;0;4
 1; 12; 9;-4.6;100;0;4.3;242;0.0;0;3
 1; 12; 10;-4.3;100;51;4.3;262;0.0;220;3
 1; 12; 11;-3.9;98;135;3.8;235;0.0;459;3
 1; 12; 12;-3.6;95;187;2.9;285;0.0;506;4
 1; 12; 13;-3.4;88;216;3.8;245;0.0;555;4
 1; 12; 14;-3.4;90;199;4.0;235;0.0;493;5
 1; 12; 15;-3.5;91;141;3.6;266;0.0;249;7
 1; 12; 16;-3.8;89;86;3.0;220;0.0;211;7
 1; 12; 17;-4.4;100;3;3.8;272;0.0;0;7
 1; 12; 18;-4.7;100;0;4.8;273;0.0;0;7
 1; 12; 19;-5.0;96;0;5.4;252;0.0;0;7
 1; 12; 20;-5.4;96;0;3.4;231;0.0;0;7
 1; 12; 21;-5.7;100;0;3.6;271;0.0;0;7
 1; 12; 22;-6.0;99;0;2.9;259;0.0;0;7
 1; 12; 23;-6.4;100;0;2.2;263;0.0;0;7
 1; 12; 24;-5.6;97;0;1.4;287;0.0;0;7
 1; 13; 1;-5.4;100;0;1.8;274;0.0;0;7
 1; 13; 2;-5.1;100;0;2.0;265;0.0;0;7
 1; 13; 3;-4.8;96;0;2.6;284;0.0;0;7
 1; 13; 4;-4.7;96;0;4.0;243;0.0;0;7
 1; 13; 5;-4.5;97;0;3.4;251;0.0;0;8
 1; 13; 6;-4.3;96;0;4.3;284;0.0;0;8
 1; 13; 7;-4.2;96;0;5.0;251;0.0;0;8
 1; 13; 8;-4.1;100;0;4.6;208;0.0;0;8
 1; 13; 9;-4.0;100;0;4.0;229;0.0;0;8
 1; 13; 10;-3.8;96;6;4.6;240;0.1;0;8
 1; 13; 11;-3.5;96;15;4.8;218;0.0;4;8
 1; 13; 12;-2.0;94;116;3.6;243;0.0;136;8
 1; 13; 13;-1.1;91;110;3.4;279;0.0;80;8
 1; 13; 14;0.3;84;208;3.4;263;0.0;451;5
 1; 13; 15;1.4;73;212;2.9;249;0.0;636;2
 1; 13; 16;1.9;70;151;2.6;283;0.0;465;5
 1; 13; 17;1.2;73;25;2.7;229;0.0;11;5
 1; 13; 18;1.1;71;0;3.4;275;0.0;0;5
 1; 13; 19;1.1;74;0;5.2;265;0.0;0;5
 1; 13; 20;1.0;75;0;4.6;74;0.0;0;5
 1; 13; 21;1.0;73;0;3.6;212;0.0;0;6
 1; 13; 22;1.0;81;0;3.4;280;0.0;0;6
 1; 13; 23;0.9;78;0;5.0;263;0.0;0;6
 1; 13; 24;0.9;76;0;3.6;203;0.0;0;6
 1; 14; 1;0.5;77;0;3.6;272;0.0;0;6
 1; 14; 2;0.2;74;0;3.2;271;0.0;0;6
 1; 14; 3;-0.2;80;0;2.1;241;0.0;0;7
 1; 14; 4;-0.4;80;0;1.8;273;0.0;0;7
 1; 14; 5;-0.6;80;0;1.7;260;0.0;0;7
 1; 14; 6;-0.8;78;0;1.5;238;0.0;0;7
 1; 14; 7;-0.9;78;0;1.2;269;0.0;0;7
 1; 14; 8;-1.1;79;0;1.3;262;0.0;0;7
 1; 14; 9;-1.1;78;0;1.7;242;0.1;0;8
 1; 14; 10;-1.1;80;8;1.8;285;0.1;1;8
 1; 14; 11;-1.1;84;22;1.4;262;0.1;8;8
 1; 14; 12;-1.1;79;33;1.3;239;0.0;15;8
 1; 14; 13;-1.2;79;34;0.8;246;0.2;16;8
 1; 14; 14;-1.4;84;33;0.3;311;1.2;15;8
 1; 14; 15;-1.3;79;26;0.8;299;0.5;11;8
 1; 14; 16;-1.3;78;15;1.0;268;0.0;5;8
 1; 14; 17;-1.3;78;4;1.2;226;0.0;0;8
 1; 14; 18;-1.5;78;0;1.4;240;0.0;0;8
 1; 14; 19;-1.7;78;0;1.4;254;0.0;0;8
 1; 14; 20;-1.9;79;0;1.9;271;0.2;0;8
 1; 14; 21;-2.6;85;0;2.5;248;2.8;0;8
 1; 14; 22;-2.3;81;0;2.2;293;0.3;0;8
 1; 14; 23;-2.6;82;0;2.4;274;0.8;0;8
 1; 14; 24;-2.7;84;0;2.4;266;0.4;0;8
 1; 15; 1;-2.8;95;0;2.4;241;0.0;0;8
 1; 15; 2;-3.1;94;0;2.7;256;0.1;0;8
 1; 15; 3;-3.7;95;0;3.0;277;1.4;0;8
 1; 15; 4;-3.6;85;0;4.0;212;0.0;0;8
 1; 15; 5;-3.7;86;0;4.6;66;0.2;0;8
 1; 15; 6;-3.9;83;0;5.0;65;0.0;0;8
 1; 15; 7;-4.1;78;0;5.2;58;0.4;0;8
 1; 15; 8;-4.1;83;0;5.7;85;0.0;0;8
 1; 15; 9;-4.1;83;0;4.8;85;0.0;0;8
 1; 15; 10;-3.7;83;28;4.0;80;0.0;22;8
 1; 15; 11;-3.3;79;49;2.9;223;0.0;36;8
 1; 15; 12;-2.8;80;93;2.4;259;0.0;80;8
 1; 15; 13;-2.3;80;122;2.2;264;0.0;119;8
 1; 15; 14;-1.9;78;128;2.6;251;0.0;134;8
 1; 15; 15;-1.9;76;77;3.6;248;0.0;62;8
 1; 15; 16;-2.1;72;44;5.4;222;0.0;33;8
 1; 15; 17;-2.5;75;4;5.2;87;0.0;1;8
 1; 15; 18;-2.6;70;0;5.9;69;0.0;0;8
 1; 15; 19;-2.7;68;0;7.1;77;0.0;0;8
 1; 15; 20;-2.8;69;0;7.6;57;0.0;0;8
 1; 15; 21;-2.9;73;0;7.3;52;0.0;0;8
 1; 15; 22;-3.0;75;0;8.0;37;0.0;0;8
 1; 15; 23;-3.1;78;0;7.6;49;0.0;0;8
 1; 15; 24;-3.2;76;0;6.6;56;0.0;0;8
 1; 16; 1;-3.1;77;0;6.1;85;0.0;0;8
 1; 16; 2;-3.1;74;0;6.3;80;0.0;0;8
 1; 16; 3;-3.0;70;0;5.7;69;0.1;0;8
 1; 16; 4;-3.0;71;0;3.8;207;0.0;0;8
 1; 16; 5;-2.9;75;0;3.4;276;0.0;0;8
 1; 16; 6;-2.8;76;0;3.8;262;0.0;0;8
 1; 16; 7;-2.8;85;0;4.6;246;0.0;0;8
 1; 16; 8;-2.7;84;0;4.3;307;0.0;0;8
 1; 16; 9;-2.7;79;0;3.8;284;0.0;0;8
 1; 16; 10;-2.3;81;12;5.2;243;0.0;4;8
 1; 16; 11;-2.0;85;27;4.6;232;0.0;14;8
 1; 16; 12;-0.8;86;112;4.6;253;0.0;113;8
 1; 16; 13;0.1;80;129;4.8;265;0.0;156;8
 1; 16; 14;2.1;70;297;2.9;211;0.0;804;4
 1; 16; 15;3.0;61;229;3.4;237;0.0;774;0
 1; 16; 16;3.3;61;164;4.6;281;0.0;481;6
 1; 16; 17;2.4;69;14;3.4;190;0.0;6;6
 1; 16; 18;2.3;68;0;2.7;252;0.0;0;6
 1; 16; 19;2.2;72;0;3.8;267;0.0;0;6
 1; 16; 20;2.1;72;0;3.8;290;0.0;0;5
 1; 16; 21;2.0;74;0;2.9;264;0.0;0;5
 1; 16; 22;1.9;77;0;2.5;283;0.0;0;5
 1; 16; 23;1.8;78;0;3.0;244;0.0;0;5
 1; 16; 24;1.6;78;0;3.2;239;0.0;0;5
 1; 17; 1;1.3;75;0;3.6;259;0.0;0;5
 1; 17; 2;1.0;77;0;3.8;271;0.0;0;5
 1; 17; 3;0.7;76;0;4.3;268;0.0;0;5
 1; 17; 4;0.5;75;0;4.0;231;0.0;0;5
 1; 17; 5;0.3;78;0;3.2;283;0.0;0;5
 1; 17; 6;0.2;89;0;2.7;261;0.0;0;5
 1; 17; 7;0.0;95;0;2.4;247;0.0;0;5
 1; 17; 8;-0.1;98;0;3.2;238;0.0;0;5
 1; 17; 9;-0.1;96;0;4.0;248;0.0;0;5
 1; 17; 10;0.9;99;46;4.8;215;0.0;102;5
 1; 17; 11;2.3;95;128;3.2;205;0.0;373;5
 1; 17; 12;3.4;87;167;4.0;268;0.0;293;7
 1; 17; 13;4.2;88;177;3.8;205;0.0;292;7
 1; 17; 14;5.3;82;261;4.6;260;0.0;655;4
 1; 17; 15;5.9;74;237;6.1;246;0.0;752;0
 1; 17; 16;6.0;71;169;6.1;86;0.0;637;0
 1; 17; 17;5.3;72;56;5.7;74;0.0;375;1
 1; 17; 18;4.3;79;0;4.6;78;0.0;0;1
 1; 17; 19;4.1;80;0;4.3;217;0.0;0;2
 1; 17; 20;4.0;79;0;3.2;299;0.0;0;2
 1; 17; 21;3.8;80;0;3.6;255;0.0;0;2
 1; 17; 22;3.7;80;0;4.8;261;0.0;0;3
 1; 17; 23;3.5;87;0;5.4;231;0.0;0;3
 1; 17; 24;3.3;86;0;5.4;84;0.0;0;4
 1; 18; 1;3.2;90;0;5.0;185;0.0;0;4
 1; 18; 2;3.1;90;0;4.0;218;0.0;0;4
 1; 18; 3;3.0;98;0;4.0;278;0.0;0;5
 1; 18; 4;3.0;100;0;2.2;288;0.0;0;5
 1; 18; 5;3.0;100;0;2.4;258;0.0;0;6
 1; 18; 6;3.0;100;0;3.2;256;0.0;0;6
 1; 18; 7;3.0;100;0;2.2;265;0.0;0;6
 1; 18; 8;3.0;98;0;2.9;248;0.0;0;7
 1; 18; 9;3.0;95;1;2.9;254;0.0;0;7
 1; 18; 10;3.7;89;28;2.4;254;0.0;15;8
 1; 18; 11;3.9;85;25;3.8;258;0.0;9;8
 1; 18; 12;4.2;86;45;5.2;282;0.2;21;8
 1; 18; 13;5.7;75;185;5.4;51;0.0;311;7
 1; 18; 14;6.9;67;201;4.8;81;0.0;402;6
 1; 18; 15;7.7;62;205;5.2;235;0.0;574;3
 1; 18; 16;8.1;62;154;6.6;51;0.0;509;3
 1; 18; 17;7.7;62;60;5.9;67;0.0;379;3
 1; 18; 18;7.0;67;0;6.1;82;0.0;0;3
 1; 18; 19;6.7;67;0;5.9;56;0.0;0;3
 1; 18; 20;6.4;66;0;6.6;75;0.0;0;2
 1; 18; 21;6.2;69;0;6.8;63;0.0;0;2
 1; 18; 22;5.9;70;0;7.1;99;0.0;0;2
 1; 18; 23;5.6;73;0;8.0;73;0.0;0;2
 1; 18; 24;5.4;80;0;8.0;50;0.0;0;2
 1; 19; 1;5.0;79;0;9.1;11;0.0;0;2
 1; 19; 2;4.5;80;0;7.0;340;0.0;0;1
 1; 19; 3;4.1;87;0;6.1;86;0.0;0;1
 1; 19; 4;3.9;85;0;6.1;183;0.0;0;1
 1; 19; 5;3.7;84;0;6.8;194;0.0;0;1
 1; 19; 6;3.5;87;0;6.4;66;0.0;0;1
 1; 19; 7;3.4;90;0;7.0;58;0.0;0;1
 1; 19; 8;3.3;91;0;6.8;81;0.0;0;0
 1; 19; 9;3.3;88;1;7.0;84;0.0;0;0
 1; 19; 10;4.9;73;82;7.3;82;0.0;421;0
 1; 19; 11;7.0;64;194;7.3;91;0.0;681;0
 1; 19; 12;8.9;59;280;9.1;70;0.0;848;0
 1; 19; 13;10.5;54;327;9.1;62;0.0;929;0
