Uccle
 50.8          4.35          105           1            Azimuth = 0   Elevation = 90

 m; dy; h; Ta; RH;G_Gh; FF; DD;RR;G_Gk;N
 11; 308; 18;4.8;90;0;4.6;57;0.3;0;8
 11; 308; 19;4.8;98;0;4.6;168;0.0;0;8
 11; 308; 20;4.7;98;0;4.9;149;0.0;0;8
 11; 308; 21;4.6;98;0;4.3;218;0.0;0;8
 11; 308; 22;4.3;97;0;3.3;207;0.5;0;8
 11; 308; 23;4.0;98;0;3.3;228;1.7;0;8
 11; 308; 24;3.5;98;0;3.0;11;3.6;0;8
 11; 309; 1;4.1;98;0;4.3;2;0.0;0;8
 11; 309; 2;4.0;98;0;5.8;24;0.0;0;8
 11; 309; 3;3.9;98;0;3.6;352;0.0;0;8
 11; 309; 4;3.9;98;0;2.9;19;0.0;0;8
 11; 309; 5;3.8;98;0;3.8;18;0.0;0;8
 11; 309; 6;3.8;98;0;4.3;7;0.0;0;8
 11; 309; 7;3.6;97;0;4.9;10;0.8;0;8
 11; 309; 8;3.8;98;0;6.7;352;0.0;0;8
 11; 309; 9;4.0;98;6;5.8;326;0.0;1;8
 11; 309; 10;4.2;97;14;7.7;349;0.0;5;8
 11; 309; 11;4.4;97;22;7.7;358;0.2;9;8
 11; 309; 12;4.6;96;27;6.9;356;0.0;12;8
 11; 309; 13;5.0;95;56;7.4;346;0.0;27;8
 11; 309; 14;7.1;86;294;9.4;356;0.0;555;5
 11; 309; 15;8.1;78;214;7.9;348;0.0;433;5
 11; 309; 16;8.4;72;134;6.7;343;0.0;302;5
 11; 309; 17;8.3;74;64;6.1;348;0.0;210;5
 11; 309; 18;7.6;78;0;4.6;324;0.0;0;5
 11; 309; 19;7.4;78;0;3.8;15;0.0;0;6
 11; 309; 20;7.3;79;0;4.3;360;0.0;0;6
 11; 309; 21;7.1;77;0;4.1;359;0.0;0;6
 11; 309; 22;6.9;78;0;3.6;22;0.0;0;6
 11; 309; 23;6.7;77;0;3.8;81;0.0;0;6
 11; 309; 24;6.5;76;0;3.3;27;0.0;0;6
 11; 310; 1;6.2;77;0;3.6;107;0.0;0;7
 11; 310; 2;5.9;75;0;3.2;111;0.0;0;7
 11; 310; 3;5.5;80;0;3.8;57;0.0;0;7
 11; 310; 4;5.4;80;0;3.8;168;0.0;0;7
 11; 310; 5;5.2;79;0;4.3;173;0.0;0;7
 11; 310; 6;5.1;80;0;4.9;70;0.0;0;7
 11; 310; 7;5.0;86;0;5.2;113;0.0;0;8
 11; 310; 8;5.0;92;0;5.2;12;0.0;0;8
 11; 310; 9;5.3;97;17;4.6;98;0.3;6;8
 11; 310; 10;6.0;97;60;5.8;115;0.1;34;8
 11; 310; 11;6.3;96;67;6.1;184;0.6;35;8
 11; 310; 12;6.3;94;81;5.5;192;1.9;43;8
 11; 310; 13;7.2;90;122;4.1;104;0.2;75;8
 11; 310; 14;7.5;82;110;3.8;112;0.0;66;8
 11; 310; 15;7.5;82;68;3.6;73;0.0;36;8
 11; 310; 16;7.3;82;42;4.9;263;0.0;21;8
 11; 310; 17;7.0;82;19;3.6;266;0.0;8;8
 11; 310; 18;6.7;82;0;3.0;253;0.0;0;8
 11; 310; 19;6.3;82;0;2.5;239;0.0;0;8
 11; 310; 20;5.9;82;0;3.6;262;0.0;0;8
 11; 310; 21;5.4;85;0;2.9;295;0.0;0;7
 11; 310; 22;5.0;85;0;4.1;319;0.0;0;7
 11; 310; 23;4.6;89;0;4.1;284;0.0;0;7
 11; 310; 24;4.2;83;0;4.1;275;0.0;0;7
 11; 311; 1;3.7;85;0;3.6;282;0.0;0;7
 11; 311; 2;3.3;89;0;2.2;309;0.0;0;7
 11; 311; 3;2.9;96;0;2.0;324;0.0;0;7
 11; 311; 4;2.6;94;0;2.7;270;0.0;0;7
 11; 311; 5;2.4;95;0;2.4;254;0.0;0;7
 11; 311; 6;2.2;92;0;2.9;263;0.0;0;7
 11; 311; 7;2.1;93;0;2.7;263;0.0;0;7
 11; 311; 8;2.1;92;0;2.7;210;0.0;0;6
 11; 311; 9;3.4;90;59;2.2;204;0.0;158;6
 11; 311; 10;4.9;84;127;1.8;237;0.0;238;6
 11; 311; 11;6.8;75;225;1.2;221;0.0;462;4
 11; 311; 12;8.0;71;233;1.0;222;0.0;338;7
 11; 311; 13;9.4;64;315;0.9;253;0.0;627;4
 11; 311; 14;10.4;60;314;0.7;294;0.0;652;3
 11; 311; 15;11.1;60;294;0.8;295;0.0;739;0
 11; 311; 16;10.9;61;181;0.9;274;0.0;560;0
 11; 311; 17;9.8;65;59;1.4;201;0.0;275;1
 11; 311; 18;8.5;70;0;1.2;207;0.0;0;1
 11; 311; 19;8.2;72;0;1.2;252;0.0;0;2
 11; 311; 20;7.9;76;0;1.3;254;0.0;0;2
 11; 311; 21;7.6;75;0;2.0;263;0.0;0;3
 11; 311; 22;7.4;78;0;2.2;235;0.0;0;3
 11; 311; 23;7.1;83;0;2.9;257;0.0;0;3
 11; 311; 24;6.8;85;0;2.0;172;0.0;0;4
 11; 312; 1;6.5;83;0;2.2;96;0.0;0;4
 11; 312; 2;6.3;84;0;2.4;72;0.0;0;5
 11; 312; 3;6.1;85;0;2.0;48;0.0;0;5
 11; 312; 4;6.0;85;0;1.4;61;0.0;0;5
 11; 312; 5;5.9;85;0;1.8;29;0.0;0;6
 11; 312; 6;5.8;90;0;2.2;11;0.0;0;6
 11; 312; 7;5.7;94;0;2.4;2;0.0;0;7
 11; 312; 8;5.7;96;0;2.1;15;0.0;0;7
 11; 312; 9;6.3;94;24;1.4;74;0.0;12;8
 11; 312; 10;7.2;87;70;1.6;60;0.0;45;8
 11; 312; 11;8.5;82;136;1.7;118;0.0;112;8
 11; 312; 12;9.4;76;150;1.6;113;0.1;115;8
 11; 312; 13;10.5;76;209;1.2;110;0.0;238;8
 11; 312; 14;11.1;72;181;1.7;257;0.0;200;8
 11; 312; 15;11.5;70;185;2.2;247;0.0;295;6
 11; 312; 16;11.6;68;135;2.4;169;0.0;345;6
 11; 312; 17;11.0;69;53;1.8;199;0.0;187;6
 11; 312; 18;10.2;71;0;1.8;209;0.0;0;6
 11; 312; 19;9.9;76;0;2.0;83;0.0;0;7
 11; 312; 20;9.7;83;0;3.3;153;0.0;0;7
 11; 312; 21;9.5;78;0;3.0;200;0.0;0;7
 11; 312; 22;9.2;77;0;2.1;258;0.0;0;7
 11; 312; 23;9.0;75;0;1.8;204;0.0;0;7
 11; 312; 24;8.7;78;0;2.1;239;0.0;0;7
 11; 313; 1;8.5;80;0;1.2;193;0.0;0;7
 11; 313; 2;8.3;81;0;1.3;274;0.0;0;7
 11; 313; 3;8.0;77;0;1.4;262;0.0;0;7
 11; 313; 4;7.9;78;0;2.4;194;0.0;0;7
 11; 313; 5;7.8;82;0;2.5;272;0.0;0;8
 11; 313; 6;7.7;86;0;2.7;239;0.0;0;8
 11; 313; 7;7.6;83;0;3.0;250;0.0;0;8
 11; 313; 8;7.6;83;0;2.4;277;0.0;0;8
 11; 313; 9;8.5;76;38;2.2;285;0.0;93;8
 11; 313; 10;9.5;73;83;2.1;255;0.0;85;8
 11; 313; 11;11.3;66;192;2.5;245;0.0;334;6
 11; 313; 12;12.7;62;227;3.2;286;0.0;323;7
 11; 313; 13;13.6;59;219;5.5;263;0.0;265;7
 11; 313; 14;14.0;60;183;6.4;250;0.0;210;8
 11; 313; 15;14.3;58;189;6.1;240;0.0;352;6
 11; 313; 16;14.1;60;118;4.6;276;0.0;287;6
 11; 313; 17;13.4;64;54;5.2;208;0.0;200;6
 11; 313; 18;12.4;67;0;6.1;181;0.0;0;6
 11; 313; 19;12.2;71;0;3.8;212;0.0;0;6
 11; 313; 20;12.0;73;0;5.2;111;0.0;0;6
 11; 313; 21;11.9;73;0;3.8;184;0.0;0;6
 11; 313; 22;11.7;79;0;3.3;266;0.0;0;6
 11; 313; 23;11.5;81;0;3.0;255;0.0;0;7
 11; 313; 24;11.3;78;0;3.0;196;0.0;0;7
 11; 314; 1;11.2;74;0;2.9;221;0.0;0;7
 11; 314; 2;11.1;79;0;2.0;272;0.0;0;7
 11; 314; 3;10.9;82;0;2.2;253;0.0;0;7
 11; 314; 4;10.9;87;0;3.2;274;0.0;0;7
 11; 314; 5;10.8;86;0;3.6;271;0.0;0;7
 11; 314; 6;10.7;89;0;2.5;257;0.0;0;7
 11; 314; 7;10.6;91;0;3.0;277;0.3;0;8
 11; 314; 8;10.7;93;0;2.0;242;0.0;0;8
 11; 314; 9;11.1;91;19;2.0;203;0.1;7;8
 11; 314; 10;11.6;87;44;1.2;165;0.0;22;8
 11; 314; 11;12.2;83;72;0.9;106;0.0;40;8
 11; 314; 12;12.7;76;97;1.8;136;0.0;57;8
 11; 314; 13;13.1;74;94;2.5;214;0.0;54;8
 11; 314; 14;13.3;72;80;2.4;241;0.0;44;8
 11; 314; 15;13.3;72;70;1.6;274;0.0;39;8
 11; 314; 16;13.2;82;42;1.6;252;0.1;21;8
 11; 314; 17;12.8;76;7;1.2;224;0.0;2;8
 11; 314; 18;12.6;76;0;1.0;201;0.0;0;8
 11; 314; 19;12.3;82;0;1.1;229;0.5;0;8
 11; 314; 20;12.2;86;0;1.6;211;0.0;0;8
 11; 314; 21;12.0;86;0;2.0;204;0.0;0;8
 11; 314; 22;11.6;82;0;2.2;215;0.9;0;8
 11; 314; 23;11.0;89;0;2.7;211;2.4;0;8
 11; 314; 24;11.3;87;0;4.1;118;0.2;0;8
 11; 315; 1;11.1;93;0;4.1;174;0.0;0;8
 11; 315; 2;11.0;92;0;3.8;260;0.0;0;8
 11; 315; 3;10.8;92;0;3.8;202;0.0;0;8
 11; 315; 4;10.8;95;0;4.3;101;0.0;0;8
 11; 315; 5;10.8;98;0;4.9;103;0.0;0;8
 11; 315; 6;10.8;98;0;4.9;201;0.0;0;8
 11; 315; 7;10.9;98;0;5.8;215;0.0;0;8
 11; 315; 8;11.0;97;0;7.9;159;0.0;0;8
 11; 315; 9;11.8;93;43;10.2;197;0.0;152;8
 11; 315; 10;12.8;83;91;10.2;172;0.0;110;8
 11; 315; 11;13.6;71;132;9.4;108;0.0;137;8
 11; 315; 12;15.0;70;248;9.4;183;0.0;442;6
 11; 315; 13;16.7;63;361;8.8;186;0.0;783;2
 11; 315; 14;16.1;62;250;10.9;253;0.0;458;5
 11; 315; 15;16.1;61;146;9.4;253;0.0;209;7
 11; 315; 16;16.7;59;57;6.7;231;0.0;35;8
 11; 315; 17;15.9;58;3;6.1;245;0.0;1;8
 11; 315; 18;15.5;58;0;6.1;266;0.0;0;8
 11; 315; 19;15.0;60;0;4.1;250;0.0;0;8
 11; 315; 20;14.6;61;0;3.2;247;0.0;0;8
 11; 315; 21;14.2;61;0;3.3;256;0.0;0;8
 11; 315; 22;13.8;61;0;2.5;244;0.0;0;8
 11; 315; 23;13.3;61;0;1.4;251;0.0;0;8
 11; 315; 24;12.9;61;0;2.2;321;0.0;0;8
 11; 316; 1;11.9;79;0;2.0;299;0.7;0;8
 11; 316; 2;11.2;86;0;2.5;305;0.0;0;8
 11; 316; 3;10.3;86;0;3.3;226;0.0;0;8
 11; 316; 4;9.8;89;0;2.5;259;0.0;0;8
 11; 316; 5;9.3;94;0;2.4;263;0.0;0;8
 11; 316; 6;8.9;96;0;1.8;262;0.1;0;8
 11; 316; 7;8.6;97;0;2.2;274;0.0;0;8
 11; 316; 8;8.5;94;0;2.7;267;0.0;0;8
 11; 316; 9;8.7;97;18;2.7;237;0.0;8;8
 11; 316; 10;9.2;93;70;3.6;230;0.0;51;8
 11; 316; 11;9.4;92;65;5.2;280;0.0;35;8
 11; 316; 12;9.4;91;48;4.6;252;0.0;22;8
 11; 316; 13;9.2;89;26;3.8;256;0.0;11;8
 11; 316; 14;10.0;87;238;4.9;249;0.0;428;6
 11; 316; 15;10.3;80;179;4.9;287;0.0;342;6
 11; 316; 16;10.3;78;104;3.8;293;0.0;228;6
 11; 316; 17;9.9;78;10;5.5;260;0.0;3;6
 11; 316; 18;9.4;78;0;6.4;271;0.0;0;6
 11; 316; 19;8.9;82;0;7.1;289;0.0;0;6
 11; 316; 20;8.5;82;0;6.9;236;0.0;0;6
 11; 316; 21;8.0;87;0;8.5;254;0.0;0;6
 11; 316; 22;7.6;87;0;8.8;295;0.0;0;6
 11; 316; 23;7.1;84;0;7.4;231;0.0;0;7
 11; 316; 24;6.6;87;0;8.2;54;0.0;0;7
 11; 317; 1;6.5;88;0;6.4;206;0.0;0;7
 11; 317; 2;6.3;88;0;5.8;238;0.0;0;7
 11; 317; 3;6.2;88;0;5.8;272;0.0;0;7
 11; 317; 4;6.1;89;0;5.2;246;0.0;0;7
 11; 317; 5;6.0;89;0;3.2;252;0.0;0;7
 11; 317; 6;6.0;87;0;2.9;249;0.0;0;7
 11; 317; 7;5.9;86;0;3.2;241;0.1;0;8
 11; 317; 8;6.0;87;0;2.0;192;0.0;0;8
 11; 317; 9;6.0;91;6;1.8;208;0.6;1;8
 11; 317; 10;6.3;91;12;2.4;124;0.0;3;8
 11; 317; 11;6.6;91;27;2.9;73;0.0;11;8
 11; 317; 12;6.7;89;25;3.3;359;0.0;10;8
 11; 317; 13;7.1;86;60;3.3;89;0.0;30;8
 11; 317; 14;8.9;81;284;4.6;63;0.0;602;4
 11; 317; 15;9.8;80;215;6.1;107;0.0;561;1
 11; 317; 16;10.1;80;131;7.4;105;0.0;313;5
 11; 317; 17;9.6;84;18;5.5;230;0.0;6;5
 11; 317; 18;9.4;86;0;5.5;241;0.0;0;6
 11; 317; 19;9.3;85;0;6.1;226;0.0;0;6
 11; 317; 20;9.1;82;0;5.5;261;0.0;0;6
 11; 317; 21;8.9;84;0;6.1;244;0.0;0;6
 11; 317; 22;8.8;85;0;4.9;244;0.0;0;6
 11; 317; 23;8.6;87;0;4.3;241;0.0;0;6
 11; 317; 24;8.4;87;0;4.9;201;0.0;0;7
 11; 318; 1;8.2;88;0;4.6;243;0.0;0;7
 11; 318; 2;8.0;89;0;7.7;198;0.0;0;7
 11; 318; 3;7.8;86;0;6.7;280;0.0;0;7
 11; 318; 4;7.7;85;0;6.1;277;0.0;0;7
 11; 318; 5;7.6;86;0;5.5;254;0.0;0;7
 11; 318; 6;7.5;88;0;3.6;283;0.0;0;7
 11; 318; 7;7.4;89;0;3.8;228;0.0;0;8
 11; 318; 8;7.3;91;0;2.9;240;0.0;0;8
 11; 318; 9;7.5;92;6;1.6;245;0.0;1;8
 11; 318; 10;8.0;91;40;1.4;249;0.0;19;8
 11; 318; 11;8.5;88;63;2.4;281;0.1;34;8
 11; 318; 12;8.8;84;80;1.7;230;0.0;44;8
 11; 318; 13;9.0;84;82;1.4;232;0.0;45;8
 11; 318; 14;9.2;84;82;1.2;273;0.0;46;8
 11; 318; 15;9.2;83;61;1.1;268;0.0;32;8
 11; 318; 16;9.0;83;34;2.0;266;0.1;16;8
 11; 318; 17;8.5;91;3;2.0;284;1.1;1;8
 11; 318; 18;8.3;91;0;1.4;264;0.7;0;8
 11; 318; 19;8.1;87;0;1.6;266;0.2;0;8
 11; 318; 20;7.3;91;0;0.7;246;2.7;0;8
 11; 318; 21;7.5;86;0;0.8;258;0.4;0;8
 11; 318; 22;7.3;89;0;1.0;260;0.0;0;8
 11; 318; 23;6.9;96;0;0.9;271;0.3;0;8
 11; 318; 24;6.7;98;0;0.5;310;0.1;0;8
 11; 319; 1;6.3;94;0;0.7;319;0.4;0;8
 11; 319; 2;6.2;98;0;0.6;304;0.0;0;8
 11; 319; 3;5.9;98;0;0.9;299;0.1;0;8
 11; 319; 4;5.7;97;0;1.3;266;0.0;0;8
 11; 319; 5;5.6;95;0;1.3;276;0.0;0;8
 11; 319; 6;5.4;98;0;1.0;254;0.0;0;8
 11; 319; 7;5.3;96;0;2.1;239;0.0;0;8
 11; 319; 8;5.2;94;0;2.2;260;0.0;0;8
 11; 319; 9;5.4;95;6;2.7;196;0.0;1;8
 11; 319; 10;6.3;89;54;2.5;208;0.0;33;8
 11; 319; 11;6.9;87;73;2.4;190;0.0;42;8
 11; 319; 12;7.0;81;66;2.1;297;0.0;34;8
 11; 319; 13;6.8;82;27;1.8;253;0.0;11;8
 11; 319; 14;8.0;76;232;1.2;274;0.0;383;6
 11; 319; 15;8.7;69;210;0.9;254;0.0;542;2
 11; 319; 16;8.8;63;112;1.6;239;0.0;259;6
 11; 319; 17;8.1;66;9;2.4;269;0.0;2;6
 11; 319; 18;8.0;69;0;2.2;190;0.0;0;6
 11; 319; 19;7.8;73;0;4.3;78;0.0;0;6
 11; 319; 20;7.6;74;0;4.1;73;0.0;0;6
 11; 319; 21;7.5;74;0;4.3;107;0.0;0;6
 11; 319; 22;7.3;77;0;4.3;201;0.0;0;7
 11; 319; 23;7.2;77;0;3.3;160;0.0;0;7
 11; 319; 24;7.0;79;0;3.2;73;0.0;0;7
 11; 320; 1;6.9;79;0;3.2;73;0.0;0;7
 11; 320; 2;6.8;81;0;4.1;53;0.0;0;7
 11; 320; 3;6.8;84;0;6.1;172;0.0;0;7
 11; 320; 4;6.7;79;0;5.2;217;0.0;0;7
 11; 320; 5;6.7;81;0;4.3;238;0.0;0;7
 11; 320; 6;6.6;84;0;3.8;203;0.3;0;8
 11; 320; 7;6.6;85;0;3.2;258;0.1;0;8
 11; 320; 8;6.6;89;0;4.6;307;0.0;0;8
 11; 320; 9;6.8;90;3;3.2;233;0.0;1;8
 11; 320; 10;6.8;92;13;2.2;248;1.1;4;8
 11; 320; 11;7.2;86;22;1.8;256;0.0;8;8
 11; 320; 12;7.4;86;27;2.0;238;0.0;11;8
 11; 320; 13;7.5;85;29;3.0;230;0.0;12;8
 11; 320; 14;9.0;82;230;3.0;180;0.0;434;6
 11; 320; 15;9.8;74;180;3.0;253;0.0;409;5
 11; 320; 16;10.0;71;103;3.0;276;0.0;238;6
 11; 320; 17;9.4;73;10;2.9;269;0.0;2;6
 11; 320; 18;9.4;72;0;2.4;228;0.0;0;6
 11; 320; 19;9.3;76;0;2.7;237;0.0;0;6
 11; 320; 20;9.3;79;0;2.0;238;0.0;0;7
 11; 320; 21;9.2;80;0;1.2;275;0.0;0;7
 11; 320; 22;9.2;80;0;0.9;299;0.0;0;7
 11; 320; 23;9.1;79;0;0.7;249;0.0;0;7
 11; 320; 24;9.1;79;0;0.9;298;0.0;0;7
 11; 321; 1;9.0;82;0;1.0;269;0.1;0;7
 11; 321; 2;8.9;87;0;0.9;240;0.1;0;7
 11; 321; 3;8.7;85;0;0.7;252;0.2;0;7
 11; 321; 4;8.7;87;0;0.5;83;0.1;0;7
 11; 321; 5;8.7;89;0;0.7;88;0.0;0;7
 11; 321; 6;8.6;85;0;1.2;116;0.3;0;8
 11; 321; 7;8.5;86;0;1.0;65;0.6;0;8
 11; 321; 8;8.3;90;0;1.3;74;1.2;0;8
 11; 321; 9;8.3;93;3;1.1;101;1.5;0;8
 11; 321; 10;8.7;88;15;1.4;44;0.5;4;8
 11; 321; 11;8.8;87;23;1.2;8;0.9;9;8
 11; 321; 12;9.0;91;30;1.7;13;0.3;12;8
 11; 321; 13;9.1;87;31;2.2;3;0.4;13;8
 11; 321; 14;8.8;90;30;4.1;73;2.0;12;8
 11; 321; 15;9.2;88;25;4.6;79;0.2;10;8
 11; 321; 16;9.1;92;13;3.8;46;0.1;3;8
 11; 321; 17;9.0;92;3;4.6;102;0.0;0;8
 11; 321; 18;8.9;89;0;5.5;106;0.0;0;8
 11; 321; 19;8.8;88;0;6.9;107;0.0;0;8
 11; 321; 20;8.7;83;0;6.7;257;0.0;0;8
 11; 321; 21;8.6;86;0;7.1;262;0.0;0;8
 11; 321; 22;8.3;85;0;7.7;190;0.8;0;8
 11; 321; 23;7.7;93;0;8.2;278;2.9;0;8
 11; 321; 24;7.0;94;0;8.5;293;6.1;0;8
 11; 322; 1;7.8;87;0;10.2;279;0.0;0;8
 11; 322; 2;7.4;87;0;10.2;272;0.0;0;8
 11; 322; 3;6.9;90;0;11.6;283;0.0;0;8
 11; 322; 4;6.7;94;0;14.1;271;0.0;0;8
 11; 322; 5;6.4;98;0;12.8;255;0.0;0;8
 11; 322; 6;6.2;97;0;12.2;267;0.0;0;8
 11; 322; 7;6.0;98;0;8.8;269;0.0;0;8
 11; 322; 8;5.7;98;0;8.2;301;0.0;0;8
 11; 322; 9;5.8;98;3;7.1;285;0.0;0;8
 11; 322; 10;6.3;98;43;5.5;248;0.0;23;8
 11; 322; 11;6.8;91;83;4.3;257;0.0;53;8
 11; 322; 12;7.3;90;115;5.2;229;0.0;78;8
 11; 322; 13;7.7;86;137;5.2;239;0.0;104;8
 11; 322; 14;7.8;86;118;4.6;307;0.0;83;8
 11; 322; 15;7.8;85;99;4.3;244;0.0;74;8
 11; 322; 16;7.5;88;50;5.5;250;0.0;31;8
 11; 322; 17;7.0;90;2;4.6;37;0.0;0;8
 11; 322; 18;7.2;86;0;4.1;76;0.0;0;8
 11; 322; 19;7.4;88;0;5.8;27;0.0;0;8
 11; 322; 20;7.6;95;0;4.1;104;0.0;0;8
 11; 322; 21;7.8;96;0;3.8;84;0.2;0;8
 11; 322; 22;7.9;98;0;3.2;16;1.0;0;8
 11; 322; 23;8.3;98;0;3.6;13;0.0;0;8
 11; 322; 24;8.5;98;0;4.3;9;0.0;0;8
 11; 323; 1;8.7;91;0;5.8;23;0.4;0;8
 11; 323; 2;9.1;94;0;6.1;11;0.0;0;8
 11; 323; 3;9.4;95;0;6.4;26;0.0;0;8
 11; 323; 4;9.6;96;0;6.1;169;0.0;0;8
 11; 323; 5;9.8;96;0;5.8;232;0.0;0;7
 11; 323; 6;10.0;96;0;6.4;81;0.0;0;7
 11; 323; 7;10.2;97;0;4.6;197;0.0;0;7
 11; 323; 8;10.4;96;0;3.8;219;0.0;0;7
 11; 323; 9;10.8;92;7;4.1;211;0.0;1;7
 11; 323; 10;12.2;85;63;4.9;122;0.0;106;7
 11; 323; 11;13.6;82;111;3.6;30;0.0;95;8
 11; 323; 12;14.7;73;152;3.2;132;0.0;167;8
 11; 323; 13;15.6;67;163;3.6;223;0.0;179;8
 11; 323; 14;16.1;65;146;4.6;276;0.0;129;8
 11; 323; 15;16.1;65;103;6.1;195;0.0;83;8
 11; 323; 16;15.6;67;52;7.7;155;0.0;34;8
 11; 323; 17;14.8;70;2;11.6;84;0.0;0;8
 11; 323; 18;14.6;75;0;9.4;121;0.0;0;8
 11; 323; 19;14.3;78;0;9.4;58;0.0;0;8
 11; 323; 20;14.0;78;0;8.2;169;0.0;0;8
 11; 323; 21;13.8;78;0;10.9;131;0.0;0;7
 11; 323; 22;13.5;77;0;10.9;250;0.0;0;7
 11; 323; 23;13.2;79;0;8.8;162;0.0;0;7
 11; 323; 24;13.0;78;0;7.1;192;0.0;0;7
 11; 324; 1;12.3;81;0;6.7;240;0.0;0;7
 11; 324; 2;11.7;80;0;6.4;271;0.0;0;7
 11; 324; 3;11.0;81;0;7.1;244;0.0;0;7
 11; 324; 4;10.6;85;0;6.4;245;0.0;0;7
 11; 324; 5;10.3;87;0;5.2;200;0.0;0;7
 11; 324; 6;9.9;86;0;5.8;193;0.0;0;6
 11; 324; 7;9.7;81;0;6.7;178;0.0;0;6
 11; 324; 8;9.4;86;0;7.1;193;0.0;0;6
 11; 324; 9;9.5;85;6;7.1;202;0.0;1;6
 11; 324; 10;10.8;79;85;8.5;209;0.0;190;6
 11; 324; 11;11.5;76;112;8.2;184;0.0;122;8
 11; 324; 12;12.4;76;191;9.4;53;0.0;313;6
 11; 324; 13;13.3;72;234;7.4;219;0.0;515;4
 11; 324; 14;13.7;74;204;5.8;159;0.0;398;5
 11; 324; 15;14.0;77;220;5.2;199;0.0;625;0
 11; 324; 16;13.7;80;121;4.6;92;0.0;352;3
 11; 324; 17;12.9;82;27;3.3;95;0.0;15;4
 11; 324; 18;12.5;84;0;2.9;167;0.0;0;4
 11; 324; 19;12.1;87;0;3.3;245;0.0;0;4
 11; 324; 20;11.7;89;0;3.3;225;0.0;0;4
 11; 324; 21;11.3;93;0;2.5;218;0.0;0;5
 11; 324; 22;10.9;91;0;2.1;265;0.0;0;5
 11; 324; 23;10.5;92;0;2.2;250;0.0;0;5
 11; 324; 24;10.1;91;0;2.1;283;0.0;0;5
 11; 325; 1;9.9;90;0;3.3;256;0.0;0;6
 11; 325; 2;9.7;89;0;3.2;266;0.0;0;6
 11; 325; 3;9.5;88;0;3.8;266;0.0;0;6
 11; 325; 4;9.5;86;0;3.8;230;0.0;0;6
 11; 325; 5;9.4;84;0;3.0;207;0.0;0;7
 11; 325; 6;9.3;86;0;4.3;196;0.0;0;7
 11; 325; 7;9.2;86;0;4.1;238;0.0;0;7
 11; 325; 8;9.1;87;0;4.1;274;0.0;0;7
 11; 325; 9;9.2;84;2;2.2;232;0.0;0;8
 11; 325; 10;9.7;86;36;1.7;249;0.4;18;8
 11; 325; 11;10.1;85;61;1.7;232;0.8;33;8
 11; 325; 12;10.4;86;99;1.6;234;2.2;63;8
 11; 325; 13;11.1;82;84;2.0;254;0.0;48;8
 11; 325; 14;11.1;82;65;1.6;257;0.0;34;8
 11; 325; 15;11.1;82;64;1.2;246;0.1;36;8
 11; 325; 16;11.0;82;35;2.7;239;0.0;17;8
 11; 325; 17;10.6;82;4;2.5;249;0.1;0;8
 11; 325; 18;10.4;82;0;2.7;253;0.0;0;8
 11; 325; 19;10.2;82;0;2.9;252;0.0;0;8
 11; 325; 20;10.0;82;0;2.7;278;0.0;0;8
 11; 325; 21;9.8;82;0;2.7;283;0.0;0;8
 11; 325; 22;9.5;82;0;2.4;281;0.2;0;8
 11; 325; 23;9.3;86;0;2.1;238;0.0;0;7
 11; 325; 24;9.1;86;0;2.1;241;0.0;0;7
 11; 326; 1;8.9;88;0;2.1;286;0.0;0;7
 11; 326; 2;8.7;91;0;2.5;309;0.0;0;7
 11; 326; 3;8.6;92;0;2.7;314;0.0;0;7
 11; 326; 4;8.5;93;0;2.0;316;0.0;0;7
 11; 326; 5;8.4;92;0;1.7;295;0.0;0;7
 11; 326; 6;8.3;95;0;1.7;289;0.0;0;7
 11; 326; 7;8.2;98;0;1.8;280;0.0;0;7
 11; 326; 8;8.1;98;0;1.7;295;0.0;0;7
 11; 326; 9;8.4;89;6;1.8;268;0.0;1;7
 11; 326; 10;9.7;88;75;1.4;296;0.0;147;7
 11; 326; 11;10.8;79;129;1.8;245;0.0;197;7
 11; 326; 12;11.9;80;177;2.1;289;0.0;271;7
 11; 326; 13;12.6;82;199;2.1;240;0.0;312;7
 11; 326; 14;13.0;81;180;2.7;203;0.0;281;7
 11; 326; 15;13.1;75;144;2.7;249;0.0;249;7
 11; 326; 16;12.6;76;68;3.0;241;0.0;120;7
 11; 326; 17;11.8;79;2;3.6;247;0.0;0;7
 11; 326; 18;11.6;82;0;3.6;241;0.0;0;7
 11; 326; 19;11.3;81;0;3.0;177;0.0;0;7
 11; 326; 20;11.1;81;0;3.8;125;0.0;0;7
 11; 326; 21;10.9;83;0;4.6;73;0.0;0;7
 11; 326; 22;10.7;79;0;4.1;353;0.0;0;7
 11; 326; 23;10.5;77;0;4.3;65;0.0;0;7
 11; 326; 24;10.3;78;0;4.3;103;0.0;0;7
 11; 327; 1;10.1;79;0;5.8;216;0.0;0;7
 11; 327; 2;9.9;83;0;4.9;232;0.0;0;7
 11; 327; 3;9.7;87;0;5.5;255;0.0;0;7
 11; 327; 4;9.6;88;0;4.3;110;0.0;0;7
 11; 327; 5;9.5;88;0;4.3;208;0.0;0;8
 11; 327; 6;9.5;93;0;5.5;168;0.0;0;8
 11; 327; 7;9.4;94;0;5.2;200;0.0;0;8
 11; 327; 8;9.4;91;0;5.8;263;0.0;0;8
 11; 327; 9;9.5;91;2;5.5;191;0.0;0;8
 11; 327; 10;10.7;80;65;5.8;95;0.0;107;8
